curve,m_phi_GeV,gamma_GeV
ss,2.5242367530e+00,3.4621395666e-08
ss,2.5417037792e+00,3.4992367905e-08
ss,2.5588646811e+00,3.5367315153e-08
ss,2.5777178464e+00,3.5769149091e-08
ss,2.5797255359e+00,3.5814925304e-08
ss,2.5800124973e+00,3.5814925304e-08
ss,2.6146784013e+00,3.6555379148e-08
ss,2.6337963249e+00,3.6962830096e-08
ss,2.6515790110e+00,3.7342968432e-08
ss,2.6712638161e+00,3.7759197950e-08
ss,2.6895986227e+00,3.8147526404e-08
ss,2.7077580708e+00,3.8531634698e-08
ss,2.7275565715e+00,3.8952809598e-08
ss,2.7462777557e+00,3.9345026306e-08
ss,2.7665117010e+00,3.9775089915e-08
ss,2.7856552034e+00,4.0175586182e-08
ss,2.8046191559e+00,4.0571466358e-08
ss,2.8252829874e+00,4.1006194288e-08
ss,2.8446749384e+00,4.1410259068e-08
ss,2.8657932500e+00,4.1845054568e-08
ss,2.8867472673e+00,4.2284415292e-08
ss,2.9063994259e+00,4.2691972282e-08
ss,2.9278131526e+00,4.3140227747e-08
ss,2.9480727749e+00,4.3556033457e-08
ss,2.9679773712e+00,4.3966474481e-08
ss,2.9896785351e+00,4.4418640681e-08
ss,3.0101988511e+00,4.4837210300e-08
ss,3.0325459800e+00,4.5298331444e-08
ss,3.0547192547e+00,4.5754438856e-08
ss,3.0753438994e+00,4.6175752712e-08
ss,3.0980023727e+00,4.6640697395e-08
ss,3.1194396553e+00,4.7070172054e-08
ss,3.1425978113e+00,4.7544122665e-08
ss,3.1655757144e+00,4.8012607936e-08
ss,3.1871261036e+00,4.8454715356e-08
ss,3.2107867058e+00,4.8932173329e-08
ss,3.2330044235e+00,4.9382748248e-08
ss,3.2548328018e+00,4.9826847726e-08
ss,3.2788137107e+00,5.0307104955e-08
ss,3.3013185696e+00,5.0759517180e-08
ss,3.3258269144e+00,5.1259688764e-08
ss,3.3501445914e+00,5.1742723545e-08
ss,3.3729514759e+00,5.2196919383e-08
ss,3.3978026095e+00,5.2700017728e-08
ss,3.4211241748e+00,5.3162616661e-08
ss,3.4442227363e+00,5.3629279197e-08
ss,3.4695989802e+00,5.4134643311e-08
ss,3.4932190780e+00,5.4609835337e-08
ss,3.5191520548e+00,5.5124439513e-08
ss,3.5446861608e+00,5.5632033764e-08
ss,3.5596995070e+00,5.5929291420e-08
ss,3.5600954273e+00,5.5929291420e-08
ss,3.5951116611e+00,5.6625060798e-08
ss,3.6197875005e+00,5.7122116740e-08
ss,3.6466600965e+00,5.7648105908e-08
ss,3.6733236315e+00,5.8178935290e-08
ss,3.6983306321e+00,5.8664614008e-08
ss,3.7197824253e+00,5.9091330804e-08
ss,3.7201961504e+00,5.9091330804e-08
ss,3.7515676834e+00,5.9711775598e-08
ss,3.7768972617e+00,6.0210247208e-08
ss,3.8045130607e+00,6.0751721791e-08
ss,3.8306261727e+00,6.1271936847e-08
ss,3.8590639938e+00,6.1822959273e-08
ss,3.8872805771e+00,6.2378933674e-08
ss,3.9137440833e+00,6.2886268463e-08
ss,3.9425797091e+00,6.3451805213e-08
ss,3.9696404718e+00,6.3981501937e-08
ss,3.9964424190e+00,6.4501867071e-08
ss,4.0256634815e+00,6.5068065780e-08
ss,4.0530690594e+00,6.5611251495e-08
ss,4.0831582532e+00,6.6187188403e-08
ss,4.1114125888e+00,6.6739716510e-08
ss,4.1391717433e+00,6.7268174671e-08
ss,4.1696682717e+00,6.7858656085e-08
ss,4.1982877067e+00,6.8410554331e-08
ss,4.2294549753e+00,6.9011059810e-08
ss,4.2603797717e+00,6.9616840306e-08
ss,4.2893832317e+00,7.0168080097e-08
ss,4.3212267757e+00,7.0784013078e-08
ss,4.3508864659e+00,7.1344498665e-08
ss,4.3802624838e+00,7.1909418395e-08
ss,4.4125353169e+00,7.2525176451e-08
ss,4.4425746720e+00,7.3115027768e-08
ss,4.4755554794e+00,7.3741109419e-08
ss,4.5082797058e+00,7.4356701426e-08
ss,4.5387184006e+00,7.4945472368e-08
ss,4.5721587029e+00,7.5587228057e-08
ss,4.6035407194e+00,7.6185742550e-08
ss,4.6379744104e+00,7.6838118634e-08
ss,4.6718862064e+00,7.7479564525e-08
ss,4.7036910858e+00,7.8093067171e-08
ss,4.7386104380e+00,7.8761775614e-08
ss,4.7714002551e+00,7.9368503328e-08
ss,4.8036154692e+00,7.9979913594e-08
ss,4.8387383943e+00,8.0664779043e-08
ss,4.8719500699e+00,8.1286166215e-08
ss,4.9081185463e+00,8.1964744482e-08
ss,4.9440055034e+00,8.2648987531e-08
ss,4.9776629648e+00,8.3285664255e-08
ss,5.0143373163e+00,8.3980934364e-08
ss,5.0490350839e+00,8.4627871583e-08
ss,5.0831248139e+00,8.5261612371e-08
ss,5.1202914467e+00,8.5973377729e-08
ss,5.1551489421e+00,8.6635663500e-08
ss,5.1934198357e+00,8.7340280964e-08
ss,5.2293568026e+00,8.8031858434e-08
ss,5.2649567841e+00,8.8691095017e-08
ss,5.3034529302e+00,8.9412424654e-08
ss,5.3398543455e+00,9.0101202718e-08
ss,5.3797955355e+00,9.0853369055e-08
ss,5.4191313559e+00,9.1572763846e-08
ss,5.4560233465e+00,9.2278183828e-08
ss,5.4962220763e+00,9.3028692535e-08
ss,5.5342544262e+00,9.3745328091e-08
ss,5.5716202270e+00,9.4427216257e-08
ss,5.6126707281e+00,9.5195203284e-08
ss,5.6508802023e+00,9.5908078156e-08
ss,5.6928312341e+00,9.6708720387e-08
ss,5.7344558992e+00,9.7474484316e-08
ss,5.7731734889e+00,9.8204427718e-08
ss,5.8160324022e+00,9.8982035034e-08
ss,5.8559520194e+00,9.9744526019e-08
ss,5.8954898361e+00,1.0047005685e-07
ss,5.9385962094e+00,1.0126559846e-07
ss,5.9395870837e+00,1.0128718544e-07
ss,6.0234116888e+00,1.0285370380e-07
ss,6.0650919599e+00,1.0362393546e-07
ss,6.1060419203e+00,1.0437768469e-07
ss,6.1510298380e+00,1.0520416767e-07
ss,6.1932487838e+00,1.0599200104e-07
ss,6.2392262542e+00,1.0685403991e-07
ss,6.2848460332e+00,1.0767717740e-07
ss,6.3276315768e+00,1.0848353019e-07
ss,6.3742522071e+00,1.0934252405e-07
ss,6.4180032887e+00,1.1016134798e-07
ss,6.4613359247e+00,1.1096264964e-07
ss,6.5089416599e+00,1.1181743122e-07
ss,6.5532526930e+00,1.1265478877e-07
ss,6.6019027621e+00,1.1354681148e-07
ss,6.6501743479e+00,1.1442151219e-07
ss,6.6950746359e+00,1.1525379553e-07
ss,6.7444024118e+00,1.1616639768e-07
ss,6.7906941007e+00,1.1703632296e-07
ss,6.8414874193e+00,1.1796303951e-07
ss,6.8915107927e+00,1.1887175387e-07
ss,6.9384262482e+00,1.1973641408e-07
ss,6.9895470824e+00,1.2068451048e-07
ss,7.0379127317e+00,1.2156234985e-07
ss,7.0854308299e+00,1.2244658116e-07
ss,7.1376347624e+00,1.2338983395e-07
ss,7.1866254880e+00,1.2428735139e-07
ss,7.2399775931e+00,1.2527148985e-07
ss,7.2925090986e+00,1.2623650399e-07
ss,7.3421544371e+00,1.2715472765e-07
ss,7.3962498540e+00,1.2813424909e-07
ss,7.4474297691e+00,1.2906628368e-07
ss,7.4478439201e+00,1.2909379699e-07
ss,7.4490866173e+00,1.2909379699e-07
ss,7.4507438342e+00,1.2912131616e-07
ss,7.4536448774e+00,1.2920391593e-07
ss,7.4602800150e+00,1.2931412881e-07
ss,7.4735680149e+00,1.2956244987e-07
ss,7.4743992471e+00,1.2956244987e-07
ss,7.4752306782e+00,1.2959007602e-07
ss,7.4802208877e+00,1.2967296859e-07
ss,7.4864633613e+00,1.2978358157e-07
ss,7.4868796829e+00,1.2981125487e-07
ss,7.4881288934e+00,1.2981125487e-07
ss,7.4897947961e+00,1.2986660500e-07
ss,7.4931277134e+00,1.2992197873e-07
ss,7.4939611211e+00,1.2992197873e-07
ss,7.4947947282e+00,1.2994968154e-07
ss,7.4964621138e+00,1.2997738316e-07
ss,7.4972958924e+00,1.2997738316e-07
ss,7.4981298704e+00,1.3000509069e-07
ss,7.4985468409e+00,1.3000509069e-07
ss,7.4989638345e+00,1.3003281122e-07
ss,7.4997979981e+00,1.3003281122e-07
tautau,3.5628683051e+00,5.0125134253e-10
tautau,3.5630664360e+00,5.7869724197e-10
tautau,3.5634627307e+00,6.8192171346e-10
tautau,3.5636609453e+00,7.3568407475e-10
tautau,3.5638591202e+00,7.9081416142e-10
tautau,3.5642555539e+00,9.0486152208e-10
tautau,3.5644537619e+00,9.6379452178e-10
tautau,3.5646519809e+00,1.0239432340e-09
tautau,3.5650484519e+00,1.1478795551e-09
tautau,3.5658416279e+00,1.4091392551e-09
tautau,3.5660399241e+00,1.4774257057e-09
tautau,3.5662382313e+00,1.5463820815e-09
tautau,3.5666348788e+00,1.6879722399e-09
tautau,3.5672299836e+00,1.9827126119e-09
tautau,3.5674284077e+00,2.0589492458e-09
tautau,3.5676267922e+00,2.1358394039e-09
tautau,3.5680235941e+00,2.2929587211e-09
tautau,3.5688173812e+00,2.6180513059e-09
tautau,3.5690158937e+00,2.7083055225e-09
tautau,3.5692143664e+00,2.7998800442e-09
tautau,3.5696113449e+00,2.9860510092e-09
tautau,3.5704054852e+00,3.3703893724e-09
tautau,3.5706040860e+00,3.4687878903e-09
tautau,3.5708026470e+00,3.5677770169e-09
tautau,3.5711998022e+00,3.7694864014e-09
tautau,3.5719942959e+00,4.1827219889e-09
tautau,3.5721929851e+00,4.2883509603e-09
tautau,3.5725902949e+00,4.3947735637e-09
tautau,3.5729876489e+00,4.6106905294e-09
tautau,3.5737825913e+00,5.0511267310e-09
tautau,3.5753729048e+00,5.9737239320e-09
tautau,3.5755717310e+00,6.0920307888e-09
tautau,3.5757705682e+00,6.2113562328e-09
tautau,3.5761682760e+00,6.4529373498e-09
tautau,3.5769639259e+00,6.9438991181e-09
tautau,3.5785556551e+00,7.9639664473e-09
tautau,3.5787546583e+00,8.0940364475e-09
tautau,3.5789536726e+00,8.2244775640e-09
tautau,3.5795508328e+00,8.4898898575e-09
tautau,3.5803471844e+00,9.0274228387e-09
tautau,3.5819404191e+00,1.0133037874e-08
tautau,3.5823388131e+00,1.0417763307e-08
tautau,3.5827373023e+00,1.0703641970e-08
tautau,3.5835343628e+00,1.1282301249e-08
tautau,3.5851290158e+00,1.2471197702e-08
tautau,3.5885199972e+00,1.4961240643e-08
tautau,3.5887195545e+00,1.5124775548e-08
tautau,3.5889191229e+00,1.5283581228e-08
tautau,3.5893183441e+00,1.5609539992e-08
tautau,3.5901168687e+00,1.6265116712e-08
tautau,3.5917144509e+00,1.7599895445e-08
tautau,3.5951116611e+00,2.0375554030e-08
tautau,3.5953115850e+00,2.0541269551e-08
tautau,3.5955115712e+00,2.0703919351e-08
tautau,3.5959114745e+00,2.1042063410e-08
tautau,3.5967114659e+00,2.1711853406e-08
tautau,3.5981118919e+00,2.3081607814e-08
tautau,3.6013148842e+00,2.5897437844e-08
tautau,3.6017154331e+00,2.6253162580e-08
tautau,3.6019157755e+00,2.6619446827e-08
tautau,3.6027171026e+00,2.7344094390e-08
tautau,3.6043202919e+00,2.8816225422e-08
tautau,3.6073282076e+00,3.1839218730e-08
tautau,3.6081306875e+00,3.2608502331e-08
tautau,3.6089334487e+00,3.3382139200e-08
tautau,3.6105394041e+00,3.4955092886e-08
tautau,3.6135524584e+00,3.8163794183e-08
tautau,3.6197875005e+00,4.4856328406e-08
tautau,3.6199887966e+00,4.5086397273e-08
tautau,3.6201901554e+00,4.5327309091e-08
tautau,3.6205928036e+00,4.5793470578e-08
tautau,3.6213982859e+00,4.6730261217e-08
tautau,3.6232112634e+00,4.8630621890e-08
tautau,3.6264365989e+00,5.2498200246e-08
tautau,3.6332999989e+00,6.0519066584e-08
tautau,3.6335020464e+00,6.0764672352e-08
tautau,3.6341083082e+00,6.1546829728e-08
tautau,3.6349167973e+00,6.2578706804e-08
tautau,3.6365343152e+00,6.4653288827e-08
tautau,3.6399739181e+00,6.8893475346e-08
tautau,3.6466600965e+00,7.7611803363e-08
tautau,3.6468628870e+00,7.7893559703e-08
tautau,3.6470657406e+00,7.8159677463e-08
tautau,3.6474713780e+00,7.8711423389e-08
tautau,3.6484857208e+00,7.9809605535e-08
tautau,3.6501092768e+00,8.2017177878e-08
tautau,3.6533585565e+00,8.6506490907e-08
tautau,3.6600693729e+00,9.5683461091e-08
tautau,3.6733236315e+00,1.1493485746e-07
tautau,3.6735279048e+00,1.1522923189e-07
tautau,3.6737322417e+00,1.1549973268e-07
tautau,3.6741408450e+00,1.1609213276e-07
tautau,3.6749582402e+00,1.1726106704e-07
tautau,3.6765935764e+00,1.1958336857e-07
tautau,3.6796618063e+00,1.2428735139e-07
tautau,3.6858058976e+00,1.3388618976e-07
tautau,3.6983306321e+00,1.5371798131e-07
tautau,3.6985362960e+00,1.5404599621e-07
tautau,3.6989476580e+00,1.5440762784e-07
tautau,3.6993591185e+00,1.5506731243e-07
tautau,3.7001821242e+00,1.5646183410e-07
tautau,3.7018286848e+00,1.5922073172e-07
tautau,3.7053300461e+00,1.6481504367e-07
tautau,3.7121362755e+00,1.7618663423e-07
tautau,3.7197824253e+00,1.8910717540e-07
tautau,3.7201961504e+00,1.8979369656e-07
tautau,3.7515676834e+00,2.4563943417e-07
tautau,3.7768972617e+00,2.9361871406e-07
tautau,3.8045130607e+00,3.4850931654e-07
tautau,3.8306261727e+00,4.0227001612e-07
tautau,3.8590639938e+00,4.6303887951e-07
tautau,3.8872805771e+00,5.2520584916e-07
