flavor,mass_GeV,channel,production_weight_fraction,accepted_peak_fraction
Umu,0.47,tau,4.2716302308739364e-05,7.717881887860118e-05
Umu,0.47,induced_tau,0.007346512962792953,0.0040309296455131914
Umu,0.47,Kmeson,0.0,0.0
Umu,0.47,WZ,0.00013225122011027425,0.0005007852736017081
Umu,0.485,Bmeson,0.14832670870379175,0.2392225096565728
Umu,0.485,Dmeson,0.8440794322615394,0.7571007347746082
Umu,0.485,Bc,0.0001700986764271504,0.0002483428239547986
Umu,0.485,tau,4.240436457318653e-05,5.425505678979515e-05
Umu,0.485,induced_tau,0.007245438904561167,0.0029924982380099105
Umu,0.485,Kmeson,0.0,0.0
Umu,0.485,WZ,0.00013591708910750576,0.00038165945006427167
Umu,0.5,Bmeson,0.1479028688920943,0.2511957598775775
Umu,0.5,Dmeson,0.8449594369923835,0.745440463753171
Umu,0.5,Bc,0.00017115222350042066,0.0002841808612221067
Umu,0.5,tau,4.203327034319646e-05,5.486418080465479e-05
Umu,0.5,induced_tau,0.0067870706885948436,0.0026285636584777988
Umu,0.5,Kmeson,0.0,0.0
Umu,0.5,WZ,0.00013743793308371657,0.00039616766874719564
Umu,0.525,Bmeson,0.15201753913852786,0.2723169986023123
Umu,0.525,Dmeson,0.8405912215685393,0.7231925399801891
Umu,0.525,Bc,0.00017411753861251735,0.00027114192785884257
Umu,0.525,tau,4.242030285255304e-05,6.033509821229844e-05
Umu,0.525,induced_tau,0.007033027925382832,0.0037585928722797257
Umu,0.525,Kmeson,0.0,0.0
Umu,0.525,WZ,0.0001416735260850306,0.00040039151914762094
Umu,0.55,Bmeson,0.15365249997076816,0.23308094009352925
Umu,0.55,Dmeson,0.839551683881285,0.7634802497989973
Umu,0.55,Bc,0.0001717984293109203,0.00024456868515101255
Umu,0.55,tau,4.000625076332626e-05,4.280018708380328e-05
Umu,0.55,induced_tau,0.006438948495385148,0.0028282117000811447
Umu,0.55,Kmeson,0.0,0.0
Umu,0.55,WZ,0.00014506297248745778,0.0003232295351575097
Umu,0.575,Bmeson,0.15315635024015625,0.2759105673647732
Umu,0.575,Dmeson,0.8401742944295235,0.7202732864909196
Umu,0.575,Bc,0.0001736870439938607,0.0002890091242967968
Umu,0.575,tau,3.9812362221882586e-05,4.916078767157512e-05
Umu,0.575,induced_tau,0.006307649397574752,0.0031030071050477436
Umu,0.575,Kmeson,0.0,0.0
Umu,0.575,WZ,0.00014820652652987922,0.0003749691272909593
Umu,0.6,Bmeson,0.15717856710565706,0.22393670520918377
Umu,0.6,Dmeson,0.83655258696381,0.7726273339243437
Umu,0.6,Bc,0.00017412612002910282,0.00022071645092948056
Umu,0.6,tau,3.5984677661320254e-05,4.068997572209165e-05
Umu,0.6,induced_tau,0.005908336268960728,0.0028095037240689893
Umu,0.6,Kmeson,0.0,0.0
Umu,0.6,WZ,0.00015039886388187008,0.0003650507157520525
Umu,0.625,Bmeson,0.15551415006029257,0.20523485952756582
Umu,0.625,Dmeson,0.8384137562697932,0.7924355595770215
Umu,0.625,Bc,0.00017536005093704506,0.00022470155266979066
Umu,0.625,tau,3.519114983908739e-05,3.832206325485868e-05
Umu,0.625,induced_tau,0.005706300362802555,0.001687118262726651
Umu,0.625,Kmeson,0.0,0.0
Umu,0.625,WZ,0.00015524210633552458,0.0003794390167615052
Umu,0.65,Bmeson,0.15652967559417064,0.22938872905531754
Umu,0.65,Dmeson,0.8378285086773889,0.7683450267661325
Umu,0.65,Bc,0.00017331294841790358,0.0002630934026799194
Umu,0.65,tau,3.28251152031864e-05,3.7943732841826495e-05
Umu,0.65,induced_tau,0.005279272883128901,0.0015694841978587692
Umu,0.65,Kmeson,0.0,0.0
Umu,0.65,WZ,0.00015640478169063818,0.00039572284516963815
Umu,0.675,Bmeson,0.15688941950424512,0.21758154824297354
Umu,0.675,Dmeson,0.8377327064824002,0.7802566758792835
Umu,0.675,Bc,0.00017351669217583062,0.0002514845746497267
Umu,0.675,tau,3.105500302509249e-05,3.0255695978039578e-05
Umu,0.675,induced_tau,0.005014567106407547,0.001550858120426359
Umu,0.675,Kmeson,0.0,0.0
Umu,0.675,WZ,0.00015873521174638477,0.0003291774866888559
Umu,0.7,Bmeson,0.15759561974063283,0.19512267755635396
Umu,0.7,Dmeson,0.8372156264172615,0.8023848024074868
Umu,0.7,Bc,0.00017982174243889285,0.00021641364911706995
Umu,0.7,tau,2.9074186483868468e-05,3.0282233961706317e-05
Umu,0.7,induced_tau,0.00481714424318895,0.0018441720695838752
Umu,0.7,Kmeson,0.0,0.0
Umu,0.7,WZ,0.00016271366999391415,0.00040165208349683494
Umu,0.725,Bmeson,0.15958566826093834,0.19918218583281616
Umu,0.725,Dmeson,0.8356536844538992,0.7986925977972995
Umu,0.725,Bc,0.00017642849507145045,0.00023479194985143303
Umu,0.725,tau,2.69735845922027e-05,2.672108067662551e-05
Umu,0.725,induced_tau,0.004393384848880299,0.0015210560315875405
Umu,0.725,Kmeson,0.0,0.0
Umu,0.725,WZ,0.0001638603566184345,0.0003426473077686315
Umu,0.75,Bmeson,0.16014439334719877,0.21581032982447912
Umu,0.75,Dmeson,0.8354183876988517,0.7823572848239031
Umu,0.75,Bc,0.00017446803031680543,0.0002599698199889427
Umu,0.75,tau,2.4859838748783725e-05,2.60419166121588e-05
Umu,0.75,induced_tau,0.004072011520347838,0.0011982035947005517
Umu,0.75,Kmeson,0.0,0.0
Umu,0.75,WZ,0.00016587956453617273,0.0003481700203161625
Umu,0.775,Bmeson,0.1580053277222063,0.1692463425443544
Umu,0.775,Dmeson,0.8377099560675719,0.8285123849725408
Umu,0.775,Bc,0.00017895836975431273,0.00024176888395574712
Umu,0.775,tau,2.407395381477196e-05,1.948970294108007e-05
Umu,0.775,induced_tau,0.003912149601674578,0.001673361822524792
Umu,0.775,Kmeson,0.0,0.0
Umu,0.775,WZ,0.00016953428497829773,0.0003066520736830394
Umu,0.8,Bmeson,0.16020332020832923,0.22320548936718368
Umu,0.8,Dmeson,0.8358935767824829,0.774765759838154
Umu,0.8,Bc,0.0001861575632539061,0.00030006267005663043
Umu,0.8,tau,2.1521385710748134e-05,2.343414822463401e-05
Umu,0.8,induced_tau,0.0035238873551351915,0.0012880010371618229
Umu,0.8,Kmeson,0.0,0.0
Umu,0.8,WZ,0.00017153670508809562,0.00041725293921934884
Umu,0.825,Bmeson,0.15916616935211286,0.1936809036367465
Umu,0.825,Dmeson,0.8371216407305244,0.8040056202221204
Umu,0.825,Bc,0.0001814206413754004,0.00022581169288570367
Umu,0.825,tau,1.9676412468834826e-05,1.5535983991359676e-05
Umu,0.825,induced_tau,0.003337584924181684,0.0017927255678811488
Umu,0.825,Kmeson,0.0,0.0
Umu,0.825,WZ,0.00017350793933674117,0.0002794028963747889
Umu,0.85,Bmeson,0.15512263588311898,0.17512898024793802
Umu,0.85,Dmeson,0.8415656673283535,0.8227142200708771
Umu,0.85,Bc,0.000181456228708526,0.00028881870676362916
Umu,0.85,tau,1.791196288325374e-05,1.5835277465683926e-05
Umu,0.85,induced_tau,0.002936396914184607,0.0015315434090646559
Umu,0.85,Kmeson,0.0,0.0
Umu,0.85,WZ,0.0001759316827511904,0.0003206022878909407
Umu,0.875,Bmeson,0.15551259937842649,0.19460607006043432
Umu,0.875,Dmeson,0.8414076641087556,0.8034342855575386
Umu,0.875,Bc,0.00018736293199382226,0.0002506501927333287
Umu,0.875,tau,1.6115608979243864e-05,1.3750787832032407e-05
Umu,0.875,induced_tau,0.0026993603746317207,0.0013586066177010856
Umu,0.875,Kmeson,0.0,0.0
Umu,0.875,WZ,0.00017689759721321359,0.0003366367837606534
Umu,0.9,Bmeson,0.15065292097569594,0.17051033110658803
Umu,0.9,Dmeson,0.8465011599363805,0.8279057547527455
Umu,0.9,Bc,0.0001851479122920765,0.00023121207227495998
Umu,0.9,tau,1.4649165596874124e-05,1.1445169013066818e-05
Umu,0.9,induced_tau,0.0024665571495456006,0.0010555425571197358
Umu,0.9,Kmeson,0.0,0.0
Umu,0.9,WZ,0.00017956486048900265,0.0002857143422588259
Umu,0.925,Bmeson,0.15459196088702482,0.18304134281183013
Umu,0.925,Dmeson,0.842809084072268,0.8154088785380796
Umu,0.925,Bc,0.0001808101404074285,0.0002588172178178514
Umu,0.925,tau,1.3192802149434646e-05,1.1465772802101656e-05
Umu,0.925,induced_tau,0.0022251496952744652,0.0009559698793286597
Umu,0.925,Kmeson,0.0,0.0
Umu,0.925,WZ,0.00017980240287575062,0.0003235257801415608
Umu,0.95,Bmeson,0.14792618788768314,0.20387002113766428
Umu,0.95,Dmeson,0.8498435103263097,0.7945053827262469
Umu,0.95,Bc,0.00018621196067542133,0.0002833542989874048
Umu,0.95,tau,1.186089766462211e-05,1.0788634180532359e-05
Umu,0.95,induced_tau,0.0018495569588088466,0.0009943623373135828
Umu,0.95,Kmeson,0.0,0.0
Umu,0.95,WZ,0.00018267196885824976,0.00033609086560733173
Umu,0.975,Bmeson,0.1469919483297726,0.1962003288327359
Umu,0.975,Dmeson,0.8509104658806611,0.8020913118318566
Umu,0.975,Bc,0.00018903325601604755,0.0002974458626166616
Umu,0.975,tau,1.0492571953474317e-05,9.221321603185833e-06
Umu,0.975,induced_tau,0.0017134831096209003,0.0010739320525919563
Umu,0.975,Kmeson,0.0,0.0
Umu,0.975,WZ,0.0001845768519759027,0.00032776009859570345
Umu,1.0,Bmeson,0.14893060134458294,0.19385886598177043
Umu,1.0,Dmeson,0.84918982557736,0.8047701970547174
Umu,1.0,Bc,0.0001886076842717419,0.0002739282365158926
Umu,1.0,tau,9.312014043767429e-06,7.277444965684854e-06
Umu,1.0,induced_tau,0.001495549747259303,0.0008021208949608294
Umu,1.0,Kmeson,0.0,0.0
Umu,1.0,WZ,0.00018610363248230266,0.00028761038706970815
Umu,1.025,Bmeson,0.1448593508632123,0.18560414483085688
Umu,1.025,Dmeson,0.8534062589184048,0.8129756886802598
Umu,1.025,Bc,0.00019563410992076921,0.00033049675554129815
Umu,1.025,tau,8.139136860340353e-06,8.284337617977595e-06
Umu,1.025,induced_tau,0.0013419879143526001,0.0006915807943687618
Umu,1.025,Kmeson,0.0,0.0
Umu,1.025,WZ,0.00018862905724929883,0.0003898046013551614
Umu,1.05,Bmeson,0.1446702370643124,0.15554792013903526
Umu,1.05,Dmeson,0.8537788638604467,0.8434371066341292
Umu,1.05,Bc,0.00018918847874567423,0.00027546423775032247
Umu,1.05,tau,6.9869505488878955e-06,5.42548161862982e-06
Umu,1.05,induced_tau,0.0011649635051412023,0.00044352304217942876
Umu,1.05,Kmeson,0.0,0.0
Umu,1.05,WZ,0.00018976014080526236,0.0002905604652869965
Umu,1.075,Bmeson,0.14455645363900252,0.15533490583208598
Umu,1.075,Dmeson,0.8540455111219546,0.8435960422343176
Umu,1.075,Bc,0.00019193868805405742,0.0002679074718451215
Umu,1.075,tau,6.064485211100182e-06,4.464000998968665e-06
Umu,1.075,induced_tau,0.001008029409827128,0.0005422555437348727
Umu,1.075,Kmeson,0.0,0.0
Umu,1.075,WZ,0.0001920026559507285,0.0002544249170175533
Umu,1.1,Bmeson,0.14155039683708953,0.16977790462385983
Umu,1.1,Dmeson,0.8571893505591883,0.8291232906270701
Umu,1.1,Bc,0.00019520858595032707,0.00030035993427450145
Umu,1.1,tau,5.473853494279815e-06,4.57029496239638e-06
Umu,1.1,induced_tau,0.0008647554035718998,0.0004626272416516294
Umu,1.1,Kmeson,0.0,0.0
Umu,1.1,WZ,0.00019481476070566667,0.000331247278181523
Umu,1.125,Bmeson,0.14387169184183052,0.15862853410486094
Umu,1.125,Dmeson,0.8549650747708024,0.8404842801193018
Umu,1.125,Bc,0.00019454459208774006,0.0002461187617306795
Umu,1.125,tau,4.554973859927326e-06,3.2756214790484042e-06
Umu,1.125,induced_tau,0.0007673179336579901,0.00035518481879542977
Umu,1.125,Kmeson,0.0,0.0
Umu,1.125,WZ,0.0001968158877616225,0.00028260657383217456
Umu,1.15,Bmeson,0.13998180021812168,0.1329187675867764
Umu,1.15,Dmeson,0.8589899070632153,0.8663033221711687
Umu,1.15,Bc,0.0002011198853202909,0.0002295396819344076
Umu,1.15,tau,3.906762904084956e-06,2.407241298620563e-06
Umu,1.15,induced_tau,0.0006232428497984302,0.00031149219231458116
Umu,1.15,Kmeson,0.0,0.0
Umu,1.15,WZ,0.0002000232206402561,0.00023447112650727708
Umu,1.175,Bmeson,0.13696286961609716,0.153265255603686
Umu,1.175,Dmeson,0.8621015599296934,0.8458214619263948
Umu,1.175,Bc,0.00020029621584849978,0.0002793708085356998
Umu,1.175,tau,3.1352517610386477e-06,2.6806106447382933e-06
Umu,1.175,induced_tau,0.0005285899357783951,0.0002490541786960917
Umu,1.175,Kmeson,0.0,0.0
Umu,1.175,WZ,0.00020354905082149065,0.0003821768720428425
Umu,1.2,Bmeson,0.1395948954937122,0.14345669335189237
Umu,1.2,Dmeson,0.859556403268244,0.8557310079975734
Umu,1.2,Bc,0.0002019103603902059,0.0002463946908741132
Umu,1.2,tau,2.7053811781549834e-06,1.958912018951002e-06
Umu,1.2,induced_tau,0.0004383239985065249,0.00024118155354247944
Umu,1.2,Kmeson,0.0,0.0
Umu,1.2,WZ,0.00020576149796909182,0.0003227634940988297
Umu,1.225,Bmeson,0.13936917604765886,0.15911317228751504
Umu,1.225,Dmeson,0.8598547607234255,0.8400931862139694
Umu,1.225,Bc,0.0002004370619327436,0.00030038443756943755
Umu,1.225,tau,2.209127974855641e-06,1.7048855972582438e-06
Umu,1.225,induced_tau,0.00036422244082484254,0.00016905523205171396
Umu,1.225,Kmeson,0.0,0.0
Umu,1.225,WZ,0.00020919459818305387,0.0003224969432971376
Umu,1.25,Bmeson,0.1364925682465695,0.13578230835180966
Umu,1.25,Dmeson,0.8627841192978549,0.8634834537237978
Umu,1.25,Bc,0.00020944548934600854,0.0002748385457322931
Umu,1.25,tau,1.8328394074290673e-06,1.2019937286799798e-06
Umu,1.25,induced_tau,0.00029822912468007015,0.00018859946133757764
Umu,1.25,Kmeson,0.0,0.0
Umu,1.25,WZ,0.00021380500214188957,0.00026959792359385043
Umu,1.275,Bmeson,0.13384178100379765,0.14586110523114626
Umu,1.275,Dmeson,0.865493571827258,0.8533247787462834
Umu,1.275,Bc,0.00021291899276093952,0.0003148894615871223
Umu,1.275,tau,1.4582654265054034e-06,1.1353573441749922e-06
Umu,1.275,induced_tau,0.0002313687842006716,0.00017078694766534233
Umu,1.275,Kmeson,0.0,0.0
Umu,1.275,WZ,0.00021890112655628487,0.0003273042559737416
Umu,1.3,Bmeson,0.1352412136188913,0.14710368992470904
Umu,1.3,Dmeson,0.8641268584248472,0.8521887916006958
Umu,1.3,Bc,0.0002161533415567685,0.00028892557916269457
Umu,1.3,tau,1.1439739948450563e-06,8.233116164937464e-07
Umu,1.3,induced_tau,0.00019080731191144893,0.00011358961163516325
Umu,1.3,Kmeson,0.0,0.0
Umu,1.3,WZ,0.00022382332879847657,0.00030417997218079595
Umu,1.325,Bmeson,0.13304767194646563,0.11267237890983248
Umu,1.325,Dmeson,0.8663486971517746,0.8867789066890044
Umu,1.325,Bc,0.0002219026713237405,0.0002445442758630724
Umu,1.325,tau,9.477576880854692e-07,5.174784348144227e-07
Umu,1.325,induced_tau,0.0001501451034746468,6.641890180975734e-05
Umu,1.325,Kmeson,0.0,0.0
Umu,1.325,WZ,0.00023063536927295158,0.0002372337450556815
Umu,1.35,Bmeson,0.1358009308721078,0.16048520442249484
Umu,1.35,Dmeson,0.863615879857341,0.838691030769761
Umu,1.35,Bc,0.00023100188748444088,0.0003501629956858211
Umu,1.35,tau,6.909048863081232e-07,6.07113383044045e-07
Umu,1.35,induced_tau,0.00011417280338191311,6.458855592337721e-05
Umu,1.35,Kmeson,0.0,0.0
Umu,1.35,WZ,0.00023732367479856387,0.00040840614275188415
Umu,1.375,Bmeson,0.13653264405698448,0.14874899419168153
Umu,1.375,Dmeson,0.8628962142407625,0.8505124924346492
Umu,1.375,Bc,0.00023720130117761655,0.00036020068334739915
Umu,1.375,tau,5.364611204218327e-07,3.7194914738426483e-07
Umu,1.375,induced_tau,8.762035954460853e-05,4.7026683995589036e-05
Umu,1.375,Kmeson,0.0,0.0
Umu,1.375,WZ,0.00024578358041036106,0.0003309140571788087
Umu,1.4,Bmeson,0.13882746982687535,0.12647355280630312
Umu,1.4,Dmeson,0.860605072686777,0.87288200100965
Umu,1.4,Bc,0.00024605399247331917,0.0002945416514525196
Umu,1.4,tau,3.8998283919310205e-07,2.415801766847389e-07
Umu,1.4,induced_tau,6.575509157280558e-05,3.336018453112355e-05
Umu,1.4,Kmeson,0.0,0.0
Umu,1.4,WZ,0.0002552584194622977,0.0003163027678867028
Umu,1.425,Bmeson,0.13896843008283102,0.1584991404976531
Umu,1.425,Dmeson,0.8604584941695985,0.8406489805306615
Umu,1.425,Bc,0.0002588237512046419,0.00041416718470949966
Umu,1.425,tau,2.835121548414716e-07,2.1772777127156347e-07
Umu,1.425,induced_tau,4.6877463336420404e-05,2.960917414925975e-05
Umu,1.425,Kmeson,0.0,0.0
Umu,1.425,WZ,0.00026709102087451393,0.00040788488505516833
Umu,1.45,Bmeson,0.13909561540828844,0.1653176956288943
Umu,1.45,Dmeson,0.8603226098446504,0.833852774312442
Umu,1.45,Bc,0.00026961408333774865,0.000444532837274481
Umu,1.45,tau,1.9943725945622e-07,1.4804743994028032e-07
Umu,1.45,induced_tau,3.109644407160734e-05,2.6599240058092e-05
Umu,1.45,Kmeson,0.0,0.0
Umu,1.45,WZ,0.0002808647823923737,0.00035824993389122004
Umu,1.475,Bmeson,0.14366486199413933,0.16292546951562303
Umu,1.475,Dmeson,0.8557327228181842,0.8361642343065522
Umu,1.475,Bc,0.0002861817896123992,0.0004765423534810698
Umu,1.475,tau,1.298932095172979e-07,9.728589639986085e-08
Umu,1.475,induced_tau,2.0569755811711607e-05,1.576628905814287e-05
Umu,1.475,Kmeson,0.0,0.0
Umu,1.475,WZ,0.0002955337490427951,0.00041789024938923704
Umu,1.5,Bmeson,0.14813207091201952,0.16158098016492073
Umu,1.5,Dmeson,0.8512359859041786,0.837429499629907
Umu,1.5,Bc,0.0003053333415649046,0.000488968966475497
Umu,1.5,tau,8.480870964095183e-08,6.500716161249766e-08
Umu,1.5,induced_tau,1.348576824607207e-05,9.51723427052578e-06
Umu,1.5,Kmeson,0.0,0.0
Umu,1.5,WZ,0.0003130392652812835,0.0004909689972648673
Umu,1.525,Bmeson,0.1524237481737474,0.14944491150348568
Umu,1.525,Dmeson,0.846906166654068,0.8496092560367666
Umu,1.525,Bc,0.0003281907740384164,0.0004831508617743403
Umu,1.525,tau,4.7828707930080035e-08,3.347701376152521e-08
Umu,1.525,induced_tau,7.915321932977897e-06,4.8280640783950374e-06
Umu,1.525,Kmeson,0.0,0.0
Umu,1.525,WZ,0.00033393124750545736,0.0004578200568812021
Umu,1.55,Bmeson,0.16068343292427023,0.16162443679272956
Umu,1.55,Dmeson,0.8386127436652859,0.8374633064872065
Umu,1.55,Bc,0.0003422974123376138,0.0005151579279853144
Umu,1.55,tau,2.5974344107181688e-08,1.5818480201716655e-08
Umu,1.55,induced_tau,4.169818947979427e-06,3.0597531336439454e-06
Umu,1.55,Kmeson,0.0,0.0
Umu,1.55,WZ,0.00035733020481401465,0.00039402322046486275
Umu,1.575,Bmeson,0.16442940066130843,0.1867463428935343
Umu,1.575,Dmeson,0.834801712808097,0.8120242333133252
Umu,1.575,Bc,0.00037916688877372623,0.0006649430696855851
Umu,1.575,tau,1.1990592878359205e-08,9.141623804385162e-09
Umu,1.575,induced_tau,1.911539718960728e-06,1.5958863149683685e-06
Umu,1.575,Kmeson,0.0,0.0
Umu,1.575,WZ,0.00038779611150896204,0.0005628756955164019
Umu,1.6,Bmeson,0.1744784971989624,0.16815742796354355
Umu,1.6,Dmeson,0.8246950134427634,0.830705947827894
Umu,1.6,Bc,0.00040396319831004804,0.000572855713739886
Umu,1.6,tau,4.3492857851433654e-09,2.748292150303038e-09
Umu,1.6,induced_tau,6.727853753457016e-07,4.4017480018633274e-07
Umu,1.6,Kmeson,0.0,0.0
Umu,1.6,WZ,0.0004218490253028237,0.0005633255717301353
Umu,1.625,Bmeson,0.1844043655832333,0.21073865237787973
Umu,1.625,Dmeson,0.8146803420075209,0.7878716475755703
Umu,1.625,Bc,0.00045094801597308473,0.0007059396607534075
Umu,1.625,tau,9.585634118654546e-10,6.870864315638975e-10
Umu,1.625,induced_tau,1.5353658528236146e-07,1.1603210890096237e-07
Umu,1.625,Kmeson,0.0,0.0
Umu,1.625,WZ,0.0004641898981241094,0.000683643666601044
Umu,1.65,Bmeson,0.19932799820157454,0.2004007323464411
Umu,1.65,Dmeson,0.7996569223987072,0.7982939085475372
Umu,1.65,Bc,0.0005005206148388475,0.0007027605336327562
Umu,1.65,tau,6.480786759548901e-11,3.8581969925154725e-11
Umu,1.65,induced_tau,1.0416433097354014e-08,7.327274561505932e-09
Umu,1.65,Kmeson,0.0,0.0
Umu,1.65,WZ,0.0005145483036383622,0.0006025912065324073
Umu,1.675,Bmeson,0.2109717671041144,0.2251022241060081
Umu,1.675,Dmeson,0.7878727113135378,0.7732045159549062
Umu,1.675,Bc,0.0005733453580294953,0.0008602793884187087
Umu,1.675,tau,0.0,0.0
Umu,1.675,induced_tau,0.0,0.0
Umu,1.675,Kmeson,0.0,0.0
Umu,1.675,WZ,0.0005821762243183677,0.0008329805506670093
Umu,1.7,Bmeson,0.2359119642813585,0.20404096283351394
Umu,1.7,Dmeson,0.7627790488617026,0.7944845509359094
Umu,1.7,Bc,0.0006482544283233471,0.0008346304248694845
Umu,1.7,tau,0.0,0.0
Umu,1.7,induced_tau,0.0,0.0
Umu,1.7,Kmeson,0.0,0.0
Umu,1.7,WZ,0.0006607324286155912,0.0006398558057073207
Umu,1.725,Bmeson,0.25991107938778035,0.2449210789636772
Umu,1.725,Dmeson,0.7385597634825325,0.7532209527564807
Umu,1.725,Bc,0.0007589379606013597,0.0010078151408149203
Umu,1.725,tau,0.0,0.0
Umu,1.725,induced_tau,0.0,0.0
Umu,1.725,Kmeson,0.0,0.0
Umu,1.725,WZ,0.0007702191690858127,0.0008501531390272054
Umu,1.75,Bmeson,0.29327270609608913,0.26951338928408036
Umu,1.75,Dmeson,0.7049006272832353,0.7283650957172735
Umu,1.75,Bc,0.0009073622649283815,0.0011515072337720438
Umu,1.75,tau,0.0,0.0
Umu,1.75,induced_tau,0.0,0.0
Umu,1.75,Kmeson,0.0,0.0
Umu,1.75,WZ,0.0009193043557471749,0.0009700077648742738
Umu,1.775,Bmeson,0.3498926202619282,0.34582668532046906
Umu,1.775,Dmeson,0.6478848235885719,0.6513254535945872
Umu,1.775,Bc,0.0011061817883636258,0.0015557573096051111
Umu,1.775,tau,0.0,0.0
Umu,1.775,induced_tau,0.0,0.0
Umu,1.775,Kmeson,0.0,0.0
Umu,1.775,WZ,0.0011163743611361447,0.0012921037753387116
Umu,1.8,Bmeson,0.4120727214857379,0.4029292181757725
Umu,1.8,Dmeson,0.5851862397967532,0.5934085819960911
Umu,1.8,Bc,0.0013765008647234418,0.0020657539309162695
Umu,1.8,tau,0.0,0.0
Umu,1.8,induced_tau,0.0,0.0
Umu,1.8,Kmeson,0.0,0.0
Umu,1.8,WZ,0.0013645378527853544,0.0015964458972201026
Umu,1.825,Bmeson,0.4965043705295213,0.45866882366783707
Umu,1.825,Dmeson,0.49995949543354445,0.5366171571275693
Umu,1.825,Bc,0.0017725246735191956,0.002470334286123077
Umu,1.825,tau,0.0,0.0
Umu,1.825,induced_tau,0.0,0.0
Umu,1.825,Kmeson,0.0,0.0
Umu,1.825,WZ,0.0017636093634150972,0.0022436849184705545
Umu,1.85,Bmeson,0.6637735386119504,0.6538517757941554
Umu,1.85,Dmeson,0.3313230117042866,0.338995526619304
Umu,1.85,Bc,0.0024615919105616295,0.0037375647455924754
Umu,1.85,tau,0.0,0.0
Umu,1.85,induced_tau,0.0,0.0
Umu,1.85,Kmeson,0.0,0.0
Umu,1.85,WZ,0.002441857773201401,0.0034151328409481665
Umu,1.875,Bmeson,0.9924181948551674,0.9869698307170502
Umu,1.875,Dmeson,0.0,0.0
Umu,1.875,Bc,0.003818630272280723,0.006450337464947577
Umu,1.875,tau,0.0,0.0
Umu,1.875,induced_tau,0.0,0.0
Umu,1.875,Kmeson,0.0,0.0
Umu,1.875,WZ,0.0037631748725520733,0.006579831818002314
Umu,1.9,Bmeson,0.9919190950222723,0.9864458634962109
Umu,1.9,Dmeson,0.0,0.0
Umu,1.9,Bc,0.004072330476933858,0.006252781171754694
Umu,1.9,tau,0.0,0.0
Umu,1.9,induced_tau,0.0,0.0
Umu,1.9,Kmeson,0.0,0.0
Umu,1.9,WZ,0.004008574500793883,0.007301355332034431
Umu,1.925,Bmeson,0.991648440431287,0.9881822091534043
Umu,1.925,Dmeson,0.0,0.0
Umu,1.925,Bc,0.004226424612318644,0.0060614955674616845
Umu,1.925,tau,0.0,0.0
Umu,1.925,induced_tau,0.0,0.0
Umu,1.925,Kmeson,0.0,0.0
Umu,1.925,WZ,0.004125134956394327,0.00575629527913389
Umu,1.95,Bmeson,0.9913584633326218,0.9858737364060877
Umu,1.95,Dmeson,0.0,0.0
Umu,1.95,Bc,0.0043770638605673895,0.007171127215211926
Umu,1.95,tau,0.0,0.0
Umu,1.95,induced_tau,0.0,0.0
Umu,1.95,Kmeson,0.0,0.0
Umu,1.95,WZ,0.004264472806810826,0.006955136378700363
Umu,1.975,Bmeson,0.9905924437582573,0.9854465493100502
Umu,1.975,Dmeson,0.0,0.0
Umu,1.975,Bc,0.004803154129107704,0.007627801624919598
Umu,1.975,tau,0.0,0.0
Umu,1.975,induced_tau,0.0,0.0
Umu,1.975,Kmeson,0.0,0.0
Umu,1.975,WZ,0.004604402112634949,0.0069256490650303915
Umu,2.0,Bmeson,0.9900992196405092,0.9833614666004754
Umu,2.0,Dmeson,0.0,0.0
Umu,2.0,Bc,0.005054217517710287,0.008325843349609202
Umu,2.0,tau,0.0,0.0
Umu,2.0,induced_tau,0.0,0.0
Umu,2.0,Kmeson,0.0,0.0
Umu,2.0,WZ,0.004846562841780571,0.008312690049915509
Umu,2.2,Bmeson,0.983735679141756,0.9749588909003312
Umu,2.2,Dmeson,0.0,0.0
Umu,2.2,Bc,0.0085549273413459,0.012173514362403352
Umu,2.2,tau,0.0,0.0
Umu,2.2,induced_tau,0.0,0.0
Umu,2.2,Kmeson,0.0,0.0
Umu,2.2,WZ,0.007709393516898025,0.012867594737265514
Umu,2.4,Bmeson,0.9700928734013952,0.9536134052311604
Umu,2.4,Dmeson,0.0,0.0
Umu,2.4,Bc,0.016249883927257742,0.024389511768962528
Umu,2.4,tau,0.0,0.0
Umu,2.4,induced_tau,0.0,0.0
Umu,2.4,Kmeson,0.0,0.0
Umu,2.4,WZ,0.013657242671347207,0.021997082999877047
Umu,2.6,Bmeson,0.937687563285646,0.8956321419495586
Umu,2.6,Dmeson,0.0,0.0
Umu,2.6,Bc,0.03496269108746421,0.051265138507954194
Umu,2.6,tau,0.0,0.0
Umu,2.6,induced_tau,0.0,0.0
Umu,2.6,Kmeson,0.0,0.0
Umu,2.6,WZ,0.02734974562688989,0.05310271954248714
Umu,2.8,Bmeson,0.8543573451161356,0.7342320171883457
Umu,2.8,Dmeson,0.0,0.0
Umu,2.8,Bc,0.08410729766320461,0.10293345272948266
Umu,2.8,tau,0.0,0.0
Umu,2.8,induced_tau,0.0,0.0
Umu,2.8,Kmeson,0.0,0.0
Umu,2.8,WZ,0.061535357220659795,0.16283453008217164
Umu,3.0,Bmeson,0.670970926650574,0.08498329589811594
Umu,3.0,Dmeson,0.0,0.0
Umu,3.0,Bc,0.19460380989182005,0.03740712932541211
