event,weight,id,parent_id,pt,eta,phi,momentum,mass,decay_x_m,decay_y_m,decay_z_m,L_xyz_m,L_xy_m
43,1,9900015,521,4.18972,-0.668704,0.135767,5.1619,4,0.0995396,0.0135737,-0.0722278,0.123285,0.100066
45,1,-9900015,-521,10.033,3.79593,1.6196,223.444,4,-0.0313096,0.641072,14.2799,14.2935,0.6418
45,1,9900015,521,10.5134,3.58432,-1.09382,189.538,4,0.421155,-0.815066,16.5137,16.5282,0.916795
46,1,-9900015,-521,8.84759,-0.849307,2.17203,12.2351,4,-1.93289,2.81778,-3.2638,4.72433,3.41633
47,1,-9900015,-521,18.7396,0.217677,2.49574,19.1854,4,-3.32158,2.50338,0.912537,4.25781,4.15889
48,1,9900015,521,11.2611,1.37033,-0.858683,23.5958,4,1.94628,-2.25494,5.4847,6.23765,2.97692
50,1,9900015,521,16.4232,-0.242321,-1.55702,16.9078,4,0.0593362,-4.28103,-1.04755,4.40187,4.27572
50,1,-9900015,-521,8.97893,-1.60388,1.04471,23.2258,4,0.664246,1.14447,-3.15624,3.40601,1.31674
51,1,-9900015,-521,14.3651,-3.51553,1.73166,241.789,4,-0.423847,2.6111,-44.4465,44.4879,2.64311
54,1,-9900015,-521,7.56322,0.950829,-1.38252,11.2475,4,0.732776,-3.84645,4.30995,5.82182,3.91478
55,1,9900015,521,7.11286,1.80755,2.84402,22.2616,4,-0.725664,0.222548,2.25101,2.37535,0.758954
56,1,9900015,521,19.7329,-3.0424,0.707679,207.227,4,3.5188,3.01036,-48.4087,48.6002,4.62787
58,1,9900015,521,7.37334,-1.73231,1.40214,21.4953,4,0.012792,0.0747057,-0.208015,0.215453,0.0739049
58,1,-9900015,-521,7.43799,-1.3051,-2.43598,14.7243,4,-0.857359,-0.730445,-1.9248,2.22655,1.12475
60,1,9900015,521,9.71504,2.04863,0.8189,38.3072,4,1.55796,1.66602,8.70001,8.99364,2.28086
61,1,9900015,521,5.60273,-0.874956,-0.496744,7.88766,4,0.153788,-0.0833684,-0.173336,0.245878,0.174651
61,1,-9900015,-521,3.5698,-2.28163,-2.48039,17.6611,4,-1.51822,-1.18117,-9.32033,9.51605,1.92346
62,1,9900015,521,9.4744,0.660955,2.95297,11.6203,4,-1.53775,0.293623,1.11181,1.91919,1.56477
63,1,9900015,521,8.78833,3.45648,-1.87526,139.456,4,-0.861597,-2.74185,45.5154,45.6036,2.87387
64,1,9900015,521,8.69684,-3.9375,1.06641,223.117,4,1.35365,2.45211,-71.7985,71.7794,2.79788
66,1,9900015,521,5.69462,0.709039,2.29774,7.18705,4,-0.204293,0.23005,0.236801,0.386591,0.306313
66,1,-9900015,-521,6.95799,-2.78962,-0.919717,56.8336,4,1.26153,-1.65572,-16.875,16.9993,2.08119
67,1,9900015,521,11.6477,0.403929,2.52587,12.6109,4,-0.595216,0.421111,0.30261,0.789165,0.72889
68,1,-9900015,-521,6.91472,-1.18528,0.533374,12.3679,4,0.476204,0.281347,-0.819645,0.984309,0.550312
69,1,9900015,521,19.3513,-1.16063,-0.394529,33.9153,4,1.77939,-0.74086,-2.77424,3.37591,1.92622
71,1,-9900015,-521,5.84751,-1.05366,-2.60137,9.4051,4,-4.5798,-2.74663,-6.72744,8.58848,5.33979
72,1,-9900015,-521,13.4723,2.67661,2.73476,98.3778,4,-0.0473209,0.020376,0.372783,0.374191,0.0512434
72,1,9900015,521,6.67384,3.54649,0.5066,115.858,4,0.893655,0.49586,17.7118,17.7349,1.0216
73,1,9900015,521,10.1373,2.6649,-2.06261,73.1717,4,-0.434441,-0.810926,6.57633,6.63975,0.919879
74,1,9900015,521,9.97669,2.35374,1.19659,52.9754,4,0.0577407,0.147234,0.825856,0.830053,0.156321
76,1,-9900015,-521,16.1241,-1.80746,1.91235,50.4604,4,-0.744756,2.09499,-6.59372,6.95416,2.22213
76,1,9900015,521,8.328,0.427471,-0.275385,9.10055,4,0.973017,-0.274859,0.445659,1.10359,1.00991
78,1,-9900015,-521,6.22491,2.37748,-2.42413,33.834,4,-2.03815,-1.77844,14.4514,14.7015,2.70483
78,1,9900015,521,11.112,5.00126,1.65564,825.656,4,-0.25783,3.03106,226.01,225.996,3.04153
79,1,-9900015,-521,5.87755,-4.46196,1.68749,254.699,4,-0.127468,1.08842,-47.4712,47.4425,1.0948
80,1,9900015,521,9.92441,-0.0168518,2.36453,9.92582,4,-0.407264,0.400305,-0.00964584,0.56904,0.568959
80,1,-9900015,-521,13.8756,-1.19976,-0.0553877,25.1189,4,7.64413,-0.423922,-11.5529,13.8568,7.65448
81,1,9900015,521,7.37156,3.07761,1.61232,80.175,4,-0.0727299,1.74468,18.9108,18.9717,1.74432
82,1,-9900015,-521,20.778,0.930511,0.185383,30.4414,4,4.38335,0.821823,4.77483,6.52508,4.45374
83,1,9900015,521,10.8744,-0.986838,-2.60687,16.6134,4,-0.362792,-0.214991,-0.487574,0.636335,0.416519
83,1,-9900015,-521,13.2759,0.0464908,-0.0973637,13.2902,4,0.926202,-0.0904392,0.0432751,0.931258,0.930252
84,1,9900015,521,7.62497,-1.54642,1.83985,18.7104,4,-0.0923767,0.335013,-0.778824,0.852097,0.347253
85,1,-9900015,-521,21.3611,2.85872,-0.653135,186.874,4,1.44293,-1.10432,15.7923,15.8381,1.81042
86,1,-9900015,-521,8.90858,0.349829,-2.57326,9.45928,4,-1.36669,-0.872841,0.578914,1.72147,1.62125
87,1,-9900015,-521,10.7826,1.36708,1.24607,22.5288,4,0.199413,0.591818,1.14526,1.29912,0.621776
87,1,9900015,521,5.4037,-0.341125,-1.41726,5.72117,4,0.0213055,-0.136542,-0.0482285,0.145071,0.137021
88,1,-9900015,-521,7.58103,-4.57916,1.7363,369.357,4,-0.12445,0.743568,-36.7148,36.6214,0.751651
89,1,-9900015,-521,4.60913,0.96798,-2.10667,6.94243,4,-0.245555,-0.41347,0.541618,0.723831,0.480557
90,1,-9900015,-521,11.443,1.90867,-2.76785,39.435,4,-3.53376,-1.38577,12.5182,13.0782,3.79496
91,1,-9900015,-521,10.3073,0.770624,0.808469,13.5224,4,4.58701,4.80361,5.64021,8.71242,6.64097
92,1,-9900015,-521,14.8674,0.933565,-2.89293,21.8306,4,-3.78161,-0.960208,4.19506,5.72841,3.90124
92,1,9900015,521,3.51673,-1.02577,-0.127843,5.53493,4,2.69561,-0.346585,-3.30304,4.27696,2.71746
93,1,-9900015,-521,13.7635,-1.37511,2.18102,28.9605,4,-0.226394,0.323706,-0.731754,0.824126,0.391665
93,1,9900015,521,9.20828,-1.00354,-0.530178,14.2475,4,2.55172,-1.49562,-3.49191,4.57442,2.95649
95,1,9900015,521,18.5992,-1.9336,-2.57654,65.6459,4,-1.51418,-0.959989,-6.06848,6.32233,1.79129
96,1,-9900015,-521,7.06867,-1.33567,0.887841,14.369,4,1.3574,1.66851,-3.80627,4.36933,2.14945
96,1,9900015,521,6.46996,-2.75109,3.08077,50.8653,4,-0.30063,0.0183358,-2.3479,2.36235,0.300486
97,1,9900015,521,36.9061,-0.675115,1.47733,45.641,4,0.0477354,0.509255,-0.37215,0.632505,0.511454
98,1,9900015,521,14.3043,0.439619,3.00731,15.709,4,-2.33364,0.315275,1.06889,2.58571,2.3545
99,1,-9900015,-521,3.84234,-1.5669,0.327922,9.60675,4,0.59027,0.200896,-1.42886,1.55797,0.623132
99,1,9900015,521,8.5886,-1.57499,-2.60016,21.6335,4,-0.454172,-0.273262,-1.22578,1.33127,0.528521
100,1,9900015,521,13.9732,1.02075,2.43496,21.9072,4,-2.68094,2.28866,4.25627,5.52553,3.52438
100,1,-9900015,-521,15.0838,-2.21589,-0.76136,69.9783,4,1.90657,-1.81706,-11.9316,12.2175,2.63347
103,1,9900015,521,6.4286,-0.0602433,0.98689,6.44026,4,0.441018,0.667429,-0.0483799,0.799485,0.798037
107,1,-9900015,-521,7.20411,1.31252,1.47599,14.353,4,0.0344046,0.361823,0.626268,0.722998,0.362889
107,1,9900015,521,1.7717,-4.6177,-2.47164,89.7106,4,-0.310585,-0.246009,-20.0583,20.0548,0.396064
108,1,-9900015,-521,24.3686,-0.284565,-2.64034,25.362,4,-0.138305,-0.0756965,-0.0452938,0.159112,0.15288
109,1,9900015,521,5.62318,-1.03145,-0.431033,8.88919,4,0.00454159,-0.00210859,-0.00604091,0.00737759,0.00466697
111,1,9900015,521,10.7072,-1.64516,2.67338,28.7747,4,-0.633882,0.320555,-1.77189,1.90854,0.710175
112,1,9900015,521,18.3785,0.283092,1.92318,19.1199,4,-0.3713,1.00968,0.308624,1.11904,1.07565
112,1,-9900015,-521,26.517,0.820884,-1.0385,35.9643,4,4.08577,-6.93696,7.37618,10.9132,8.04644
115,1,9900015,521,11.6032,0.894938,3.13513,16.5683,4,-1.38953,0.00883186,1.4163,1.98178,1.38789
116,1,-9900015,-521,4.8782,-5.64123,2.86463,687.367,4,-1.52999,0.434993,-224.135,224.073,1.59023
117,1,9900015,521,10.9361,0.0553954,3.01642,10.9529,4,-0.812146,0.102708,0.0452928,0.814251,0.813003
117,1,-9900015,-521,9.78388,1.47,-0.802525,22.4009,4,2.16999,-2.24567,6.43162,7.14649,3.12132
118,1,9900015,521,10.5474,-1.17151,-0.00115815,18.6519,4,4.96695,-0.00585084,-7.24423,8.78161,4.96589
119,1,-9900015,-521,7.36496,-3.09652,1.19517,81.626,4,1.10527,2.80277,-33.255,33.3906,3.01277
120,1,-9900015,-521,13.1439,-3.10634,-0.535996,147.106,4,0.774057,-0.459742,-10.0356,10.0649,0.8993
120,1,9900015,521,10.1078,-3.08564,2.25911,110.818,4,-0.389544,0.473484,-6.6935,6.70475,0.611545
121,1,-9900015,-521,8.34561,1.81183,0.165551,26.2259,4,8.58652,1.43465,25.9346,27.3488,8.70293
122,1,-9900015,-521,5.92571,1.1051,0.348819,9.92762,4,0.94058,0.342077,1.34535,1.67662,1.00076
124,1,-9900015,-521,4.33906,0.379223,2.16872,4.65482,4,-0.470313,0.690342,0.324289,0.894158,0.833503
124,1,9900015,521,6.37316,-0.554543,-1.54108,7.37846,4,0.0675254,-2.2755,-1.32794,2.63417,2.27527
125,1,9900015,521,12.4063,0.739844,1.86752,15.9595,4,-0.50823,1.6622,1.40663,2.23467,1.73716
126,1,-9900015,-521,5.21089,-3.22818,2.15587,65.8485,4,-1.75856,2.65456,-40.1118,40.2284,3.18345
127,1,-9900015,-521,31.3494,2.84376,2.90645,270.208,4,-5.8811,1.40886,51.7724,52.084,6.04275
128,1,9900015,521,7.86199,4.66222,0.54233,416.216,4,1.80781,1.08924,111.715,111.681,2.10957
130,1,-9900015,-521,8.27021,-2.24213,0.991495,39.3647,4,0.186075,0.284443,-1.5819,1.61677,0.33967
130,1,9900015,521,7.604,-1.29477,-1.89439,14.9195,4,-0.041162,-0.12277,-0.218554,0.253724,0.129314
131,1,9900015,521,8.76218,-3.75607,-2.52863,187.526,4,-6.85034,-4.81816,-179.043,179.221,8.37415
132,1,9900015,521,7.49116,-0.4098,-0.077099,8.12903,4,0.717966,-0.0554313,-0.303575,0.780355,0.719122
132,1,-9900015,-521,5.83193,-2.86239,-2.89843,51.2058,4,-1.15994,-0.287749,-10.4236,10.4713,1.19259
133,1,9900015,521,10.0033,3.39233,2.04764,148.893,4,-0.129159,0.249676,4.17372,4.15805,0.279357
134,1,-9900015,-521,4.41737,-4.91653,0.0342443,301.564,4,0.48199,0.0165023,-32.9232,32.893,0.481824
135,1,-9900015,-521,26.9605,0.625222,-0.84217,32.4038,4,5.74529,-6.43765,5.75321,10.3674,8.62586
135,1,9900015,521,24.043,1.13982,2.32984,41.4271,4,-0.47145,0.496979,0.961194,1.18016,0.684929
136,1,9900015,521,13.5078,2.9681,0.3621,131.743,4,0.0973623,0.0368172,1.01018,1.0072,0.103269
136,1,-9900015,-521,8.08998,4.98233,-2.66593,589.84,4,-0.326098,-0.16804,26.7424,26.6822,0.365961
138,1,9900015,521,9.91332,-2.08555,-0.330279,40.512,4,0.437659,-0.150054,-1.83342,1.88947,0.462354
140,1,9900015,521,12.7665,-0.0297553,2.42272,12.7721,4,-2.70715,2.3691,-0.106926,3.59704,3.59545
141,1,9900015,521,10.4513,4.17621,0.126535,340.366,4,5.40164,0.687043,177.242,177.232,5.44209
142,1,-9900015,-521,12.0868,-0.288385,-2.56973,12.5928,4,-1.70813,-1.09936,-0.593967,2.11611,2.03106
144,1,9900015,521,4.98952,1.92647,2.13516,17.4905,4,-0.284896,0.450052,1.78942,1.86618,0.532367
146,1,-9900015,-521,5.93093,1.42033,-1.24028,12.989,4,0.0549757,-0.160415,0.330024,0.368609,0.16831
147,1,9900015,521,10.8853,2.09813,-1.71886,45.0306,4,-0.0481494,-0.322366,1.30828,1.34533,0.325209
149,1,9900015,521,0.0983736,-7.60457,2.27627,98.7346,4,-7.69839e-05,0.000114583,-0.115353,0.112908,0.000112495
150,1,-9900015,-521,6.23585,3.11468,-2.89367,70.3733,4,-0.488025,-0.123574,5.65848,5.6766,0.50301
152,1,-9900015,-521,9.87304,3.83276,2.76941,228.125,4,-7.02915,2.74403,174.191,174.329,7.54479
154,1,9900015,521,6.77503,-2.63533,1.51584,47.4917,4,0.140754,2.55761,-17.7721,17.9531,2.56114
155,1,-9900015,-521,7.67084,-0.0630993,1.92966,7.68612,4,-0.204693,0.54542,-0.0367994,0.580885,0.57973
156,1,9900015,521,9.57683,1.16937,0.176891,16.9056,4,6.75095,1.20687,9.97638,12.1048,6.85721
158,1,9900015,521,7.10455,-1.37164,1.57353,14.9035,4,-0.00157116,0.593158,-1.09379,1.24358,0.592819
159,1,9900015,521,9.87943,-4.55054,-1.16962,467.761,4,1.07478,-2.53376,-130.284,130.284,2.75168
159,1,-9900015,-521,12.9897,-2.25637,1.60626,62.6952,4,-0.0817705,2.30503,-10.8909,11.1302,2.30604
160,1,-9900015,-521,7.34956,2.17752,-2.93134,32.8441,4,-3.33831,-0.712412,14.8675,15.2541,3.41342
161,1,9900015,521,11.3792,-3.36874,-0.703336,165.433,4,3.69597,-3.13417,-70.2849,70.4442,4.84547
162,1,9900015,521,4.87281,-1.55738,-0.603401,12.0774,4,0.045353,-0.031272,-0.124906,0.136174,0.0549413
163,1,-9900015,-521,7.10374,-4.12495,0.619371,219.793,4,0.777353,0.554147,-29.5219,29.5227,0.954175
164,1,-9900015,-521,2.2903,-2.46242,3.06427,13.5338,4,-0.0964798,0.00745482,-0.563393,0.571009,0.0966308
164,1,9900015,521,8.29933,-3.4222,0.684481,127.268,4,0.811184,0.662008,-16.0219,16.0547,1.04695
166,1,9900015,521,7.61811,1.35429,-1.92424,15.7395,4,-0.69388,-1.88125,3.62542,4.13973,2.00368
168,1,-9900015,-521,10.6344,-1.11923,-1.28393,18.0202,4,1.26619,-4.29233,-6.12202,7.582,4.47444
169,1,9900015,521,9.50264,5.46784,-0.692776,1125.84,4,2.93532,-2.43644,451.955,451.774,3.81321
171,1,-9900015,-521,1.78391,-2.45809,0.930174,10.4966,4,0.206049,0.276385,-1.99825,2.02598,0.344319
172,1,-9900015,-521,6.61248,-4.83868,0.987362,417.613,4,0.853477,1.29299,-97.8338,97.8202,1.54888
172,1,9900015,521,15.8631,-0.488153,-2.34704,17.791,4,-1.49713,-1.52486,-1.08508,2.39453,2.13505
173,1,-9900015,-521,15.351,-3.73591,-1.53213,321.988,4,0.30214,-7.8125,-163.802,163.951,7.81649
173,1,9900015,521,8.52116,-3.16148,1.5677,100.753,4,0.00196975,0.638736,-7.52533,7.55177,0.638688
174,1,-9900015,-521,4.28912,3.65407,-2.49015,82.9035,4,-1.3802,-1.05276,33.5137,33.5148,1.73393
175,1,-9900015,-521,8.96681,-2.71573,-0.887024,68.0658,4,0.0768764,-0.0942122,-0.914179,0.914178,0.120431
175,1,9900015,521,4.36512,-2.62593,2.16992,30.3154,4,-0.766041,1.12182,-9.33575,9.43365,1.35835
176,1,-9900015,-521,11.9297,5.44651,2.58131,1383.56,4,-5.03607,3.15929,689.444,689.315,5.94359
176,1,9900015,521,5.40966,4.58072,-1.23294,263.977,4,0.40267,-1.14713,59.3034,59.2263,1.21372
180,1,9900015,521,7.76339,0.449597,1.93095,8.56133,4,-0.169594,0.450137,0.223642,0.528785,0.4795
180,1,-9900015,-521,7.91964,1.61001,-1.06177,20.6019,4,0.244124,-0.437268,1.20272,1.30115,0.500181
182,1,9900015,521,11.492,-0.0103979,-0.982947,11.4926,4,4.39999,-6.60221,-0.0825021,7.93405,7.93362
183,1,-9900015,-521,13.425,-0.196719,0.933749,13.6856,4,0.686853,0.928216,-0.228514,1.17486,1.15249
185,1,-9900015,-521,10.3332,1.52225,2.86667,24.8034,4,-3.97699,1.1218,9.01721,9.91726,4.13155
185,1,9900015,521,9.90891,0.264537,-0.812943,10.2577,4,0.943782,-0.997255,0.367471,1.42123,1.37291
186,1,-9900015,-521,10.6464,-0.691123,-1.14367,13.2919,4,0.138192,-0.303595,-0.249404,0.415756,0.333008
189,1,9900015,521,11.4467,4.15376,-2.21259,364.511,4,-0.576006,-0.770727,30.624,30.6282,0.961813
190,1,-9900015,-521,5.90567,-1.63429,-1.05587,15.7118,4,1.48585,-2.62595,-7.43841,8.02654,3.01698
191,1,-9900015,-521,11.8723,0.781861,-1.23984,15.6898,4,0.169037,-0.491922,0.449815,0.680927,0.515251
192,1,9900015,521,7.12843,3.06454,-0.957824,76.528,4,1.70059,-2.4179,31.5965,31.7176,2.95443
192,1,-9900015,-521,9.0661,2.82983,2.15918,77.0693,4,-0.499287,0.748435,7.59648,7.63541,0.898197
194,1,-9900015,-521,5.80151,-5.39939,-0.146021,641.869,4,0.0198509,-0.00291883,-2.23477,2.14594,0.019396
195,1,9900015,521,0.984001,-1.65889,1.45047,2.67837,4,0.0674619,0.558037,-1.4231,1.52997,0.562092
197,1,-9900015,-521,6.18963,3.81741,-0.815433,140.84,4,0.593245,-0.630018,19.6713,19.687,0.865205
198,1,9900015,521,11.798,2.30786,0.785226,59.8885,4,1.82634,1.82568,12.8518,13.1055,2.58177
199,1,-9900015,-521,15.1995,2.02585,-2.46937,58.6275,4,-2.10743,-1.67726,10.0338,10.388,2.69315
200,1,-9900015,-521,13.2628,-1.82329,-1.64799,42.134,4,-0.436137,-5.63864,-17.0534,17.9622,5.65411
202,1,9900015,521,7.50266,-2.40014,-1.73289,41.6975,4,-0.226573,-1.3853,-7.67401,7.79872,1.40323
202,1,-9900015,-521,4.18878,-3.84719,1.91025,98.1903,4,-0.0479755,0.135822,-3.37365,3.37547,0.143997
204,1,-9900015,-521,7.01337,-1.49245,-0.62309,16.386,4,0.907091,-0.65173,-2.35815,2.60653,1.11562
205,1,9900015,521,12.5645,1.3836,-0.278106,26.6362,4,5.8849,-1.68017,11.4401,12.9742,6.11999
205,1,-9900015,-521,9.8194,0.217968,-3.0994,10.0536,4,-4.86573,-0.205465,1.06988,4.98539,4.86926
207,1,-9900015,-521,8.12752,-3.55399,0.480703,142.155,4,0.704696,0.367538,-13.8784,13.8835,0.79377
208,1,-9900015,-521,10.0505,2.93681,0.894035,95.0203,4,2.53641,3.15743,38.0752,38.2792,4.04886
209,1,9900015,521,9.97103,-3.6531,-0.134408,192.542,4,6.45127,-0.872316,-125.535,125.662,6.50755
211,1,9900015,521,12.1228,0.00392855,-0.553468,12.1229,4,3.64345,-2.25137,0.0169677,4.28102,4.28098
211,1,-9900015,-521,17.1417,-1.43824,1.62116,38.1457,4,-0.0712097,1.41408,-2.81478,3.14796,1.41461
212,1,9900015,521,7.35043,-2.11309,-1.59179,30.852,4,-0.0377956,-1.80974,-7.37906,7.59167,1.8087
213,1,-9900015,-521,12.6992,3.04172,1.10817,133.272,4,2.28821,4.58821,53.5619,53.796,5.12613
214,1,-9900015,-521,12.0179,-2.30568,0.436222,60.8751,4,0.36778,0.171484,-2.01504,2.05362,0.405426
215,1,9900015,521,19.8083,-1.25026,0.697237,37.4147,4,0.191541,0.160426,-0.400334,0.470856,0.249283
217,1,9900015,521,5.92441,0.648287,1.96667,7.21357,4,-0.138861,0.332041,0.250021,0.436983,0.358889
218,1,9900015,521,4.07246,0.324246,1.54551,4.28842,4,0.00913301,0.360691,0.119051,0.379899,0.360767
219,1,-9900015,-521,16.6208,0.512292,-2.76455,18.8499,4,-0.233628,-0.0923995,0.134287,0.282027,0.248675
219,1,9900015,521,7.79956,1.11806,-0.755151,13.204,4,1.15196,-1.0843,2.16096,2.67772,1.58172
220,1,9900015,521,8.27606,-4.69305,2.52498,451.85,4,-4.48622,3.1798,-300.194,300.068,5.49602
220,1,-9900015,-521,7.16831,-4.68833,-0.712948,389.53,4,1.5602,-1.34909,-112.058,112.044,2.06188
221,1,-9900015,-521,10.3657,-1.60106,-0.652268,26.7434,4,0.852522,-0.651097,-2.55119,2.76605,1.07212
221,1,9900015,521,8.97329,-2.01038,2.9247,34.0989,4,-0.976769,0.215267,-3.66674,3.7994,0.99983
222,1,-9900015,-521,5.7509,0.667272,-0.246066,7.07941,4,1.2941,-0.325023,0.957888,1.64249,1.33426
224,1,9900015,521,10.7294,1.25277,-2.38976,20.3094,4,-3.54393,-3.31383,7.79765,9.18137,4.85049
224,1,-9900015,-521,5.85962,-1.0574,2.58525,9.45227,4,-0.164664,0.102394,-0.245274,0.311622,0.19318
225,1,9900015,521,5.79858,1.24207,2.17977,10.8769,4,-0.691561,0.991518,1.91802,2.26477,1.20737
225,1,-9900015,-521,12.5152,-0.873751,-0.157175,17.6043,4,0.589766,-0.0936353,-0.5907,0.837142,0.595139
227,1,-9900015,-521,9.80684,1.87108,0.105407,32.6042,4,0.971994,0.10273,3.09886,3.24399,0.975744
228,1,9900015,521,9.85428,-0.520448,-0.695891,11.2193,4,2.62134,-2.18958,-1.85893,3.88859,3.41548
228,1,-9900015,-521,8.65279,1.25718,2.39379,16.4401,4,-0.869225,0.806245,1.91536,2.25168,1.18511
229,1,-9900015,-521,6.87459,-0.497745,1.6251,7.74391,4,-0.0226013,0.415614,-0.215844,0.468791,0.416166
230,1,-9900015,-521,4.42995,3.46053,0.350836,70.5808,4,1.24983,0.45719,21.1672,21.1839,1.32959
230,1,9900015,521,9.33528,3.40997,3.11813,141.417,4,-1.40052,0.0328501,21.1756,21.2172,1.4006
