# MATHUSLA HNL |U_{\tau}|^2 sensitivity (BC8 benchmark)
# Source: HNLCalc + DDC species_split fallback
# kind: contour
# mass_GeV  u2
1.734345618  1.601581906e-07
1.763825224  1.506908044e-07
1.764001625  1.500912544e-07
1.764178025  1.51891264e-07
1.767441575  1.460224931e-07
1.777263255  1.479610137e-07
1.777440999  1.537384979e-07
1.777618743  1.447642132e-07
1.857167247  1.385706144e-07
1.862505355  1.388908855e-07
1.862691625  1.404758683e-07
1.862877894  1.310988485e-07
1.868962086  1.357265453e-07
1.869149001  1.345843457e-07
1.869335916  1.379454684e-07
1.869983982  1.352989269e-07
1.870170999  1.334496327e-07
1.870358016  1.330056334e-07
1.882400117  1.400255462e-07
1.882776634  1.378321676e-07
1.91630874  1.356711125e-07
1.91650039  1.286719994e-07
1.91669204  1.304246562e-07
1.95144792  1.272504784e-07
1.967642217  1.254813266e-07
1.967839001  1.263313772e-07
1.968035785  1.301786594e-07
1.968664113  1.260840044e-07
1.968860999  1.262830943e-07
1.969057885  1.231610055e-07
1.975120844  1.235249132e-07
1.975318375  1.23339185e-07
1.975515907  1.262810829e-07
2.050514831  1.168587221e-07
2.073800975  1.173622432e-07
2.074008376  1.173046385e-07
2.074215776  1.140073313e-07
2.154610957  1.148933793e-07
2.263991613  1.033355308e-07
2.270379939  1.047897997e-07
2.270607  1.068902243e-07
2.270834061  1.042863672e-07
2.37892507  1.039089203e-07
2.499693221  1.015728763e-07
2.54444553  9.703361257e-08
2.5447  1.028369651e-07
2.54495447  1.019979184e-07
2.551784796  1.031865392e-07
2.55204  1.015864859e-07
2.552295204  9.911034271e-08
2.62659227  1.015435693e-07
2.66833314  1.010615081e-07
2.6686  1.134798152e-07
2.66886686  1.045328833e-07
2.698060167  1.060574494e-07
2.69833  1.025704204e-07
2.698599833  1.043066925e-07
2.719548018  1.175289502e-07
2.71982  1.112198883e-07
2.720091982  1.099123642e-07
2.726947278  1.064810035e-07
2.72722  1.175948178e-07
2.727407232  1.070858921e-07
2.727492722  1.125010078e-07
2.72768  1.123242773e-07
2.727952768  1.073953591e-07
2.759933457  1.259656925e-07
2.759933457  5.406728604e-07
2.727952768  6.365453438e-07
2.72768  6.48372437e-07
2.727492722  6.268486271e-07
2.727407232  6.314127013e-07
2.72722  6.367213046e-07
