# ANUBIS HNL |U_{\mu}|^2 sensitivity (BC7 benchmark)
# Source: HNLCalc + DDC species_split fallback
# kind: contour
# mass_GeV  u2
1.492380747  1.842022808e-09
1.49253  1.896224752e-09
1.492679253  1.818988341e-09
1.495480437  1.782583182e-09
1.49563  1.870459212e-09
1.495779563  1.829679749e-09
1.523446538  1.853540654e-09
1.600785595  1.790924974e-09
1.619449273  1.782325998e-09
1.619611234  1.80384805e-09
1.619773196  1.823083153e-09
1.621487835  1.77700529e-09
1.62165  1.805577819e-09
1.621812165  1.854463032e-09
1.628861922  1.885146266e-09
1.629024825  1.817812785e-09
1.629187727  1.824757851e-09
1.632966687  1.827973131e-09
1.63313  1.85178749e-09
1.633293313  1.873084513e-09
1.637476236  1.854108618e-09
1.63764  1.842245454e-09
1.637803764  1.854172894e-09
1.682050835  1.977874496e-09
1.724586135  2.081921525e-09
1.724758611  2.074501034e-09
1.724931087  2.085355465e-09
1.733998784  2.107552894e-09
1.734172201  2.179798459e-09
1.734345618  2.126086713e-09
1.763825224  2.330995869e-09
1.764001625  2.351459395e-09
1.764178025  2.299122402e-09
1.767441575  2.340296232e-09
1.777263255  2.400141335e-09
1.777440999  2.374831119e-09
1.777618743  2.424060512e-09
1.857167247  4.056020852e-09
1.862505355  5.433383929e-09
1.862691625  5.422389042e-09
1.862877894  5.572585262e-09
1.868962086  5.448810152e-09
1.869149001  5.400946674e-09
1.869335916  5.43842603e-09
1.869983982  5.414657159e-09
1.870170999  5.501590751e-09
1.870358016  5.431923104e-09
1.882400117  5.426653146e-09
1.882776634  5.447615684e-09
1.91630874  5.380239332e-09
1.91650039  5.352987034e-09
1.91669204  5.463947407e-09
1.95144792  5.227781941e-09
1.967642217  5.236355629e-09
1.967839001  5.201530925e-09
1.968035785  5.239501363e-09
1.968664113  5.149853095e-09
1.968860999  5.173433726e-09
1.969057885  5.316534814e-09
1.975120844  5.217305757e-09
1.975318375  5.261830833e-09
1.975515907  5.278747934e-09
2.050514831  5.146143989e-09
2.073800975  5.174815339e-09
2.074008376  5.120873828e-09
2.074215776  5.166202042e-09
2.154610957  5.094209752e-09
2.263991613  5.10257872e-09
2.270379939  5.095360148e-09
2.270607  5.189969372e-09
2.270834061  5.151855868e-09
2.37892507  5.318517698e-09
2.499693221  5.872139804e-09
2.54444553  5.994608478e-09
2.5447  6.037395259e-09
2.54495447  6.025912019e-09
2.551784796  6.006234648e-09
2.55204  6.100739582e-09
2.552295204  5.956532142e-09
2.62659227  6.528087547e-09
2.66833314  6.920838125e-09
2.6686  6.831188297e-09
2.66886686  6.832935804e-09
2.698060167  7.241495877e-09
2.69833  7.178698864e-09
2.698599833  7.209657474e-09
2.719548018  7.315725568e-09
2.71982  7.305115988e-09
2.720091982  7.309990784e-09
2.726947278  7.528480967e-09
2.72722  7.515210716e-09
2.727407232  7.668598196e-09
2.727492722  7.533603634e-09
2.72768  7.505345458e-09
2.727952768  7.47144392e-09
2.759933457  7.903958389e-09
2.900043823  9.957227451e-09
2.954322538  1.110668129e-08
2.954618  1.132496491e-08
2.954913462  1.111943611e-08
3.047267011  1.329638935e-08
3.096013368  1.401083537e-08
3.096323  1.397191519e-08
3.096632632  1.401394683e-08
3.148756717  1.444248506e-08
3.149071624  1.453822525e-08
3.149386532  1.430626031e-08
3.163485244  1.469118693e-08
3.163801625  1.451103551e-08
3.164118005  1.461814183e-08
3.166584934  1.448205119e-08
3.166901624  1.428005295e-08
3.167218315  1.444554351e-08
3.201964109  1.422732893e-08
3.253893579  1.503714984e-08
3.254219001  1.447376315e-08
3.254544423  1.449885884e-08
3.268622106  1.454884005e-08
3.268949001  1.445951775e-08
3.269275896  1.464014059e-08
3.271721796  1.468844805e-08
3.272049001  1.436063571e-08
3.272376206  1.465670602e-08
3.292592332  1.425712582e-08
3.292921624  1.43840662e-08
3.293250917  1.45713079e-08
3.304071184  1.434939187e-08
3.304401625  1.44442578e-08
3.304732065  1.457698833e-08
3.308580733  1.453435733e-08
3.308911624  1.466637669e-08
3.309242516  1.439381321e-08
3.362883288  1.418933613e-08
3.36321961  1.416435151e-08
3.363555932  1.424663042e-08
3.364514536  1.439557998e-08
3.36716645  1.436977444e-08
3.3675032  1.410041097e-08
3.36783995  1.479100073e-08
3.397729194  1.416709886e-08
3.398069001  1.424138562e-08
3.398408808  1.421898684e-08
3.409208046  1.420689551e-08
3.409549001  1.443115011e-08
3.409889956  1.439381321e-08
3.413717595  1.428578045e-08
3.414059001  1.438812328e-08
3.414400407  1.417587536e-08
3.502129752  1.385058443e-08
3.50248  1.385351753e-08
3.502830248  1.396963761e-08
3.535316974  1.369701643e-08
3.553504614  1.425098254e-08
3.55386  1.383552638e-08
3.554215386  1.373953407e-08
3.646225341  1.400044257e-08
3.64659  1.411421002e-08
3.646954659  1.414888606e-08
3.714790342  1.414732189e-08
3.744905472  1.452066449e-08
3.74528  1.384510924e-08
3.745654528  1.419763422e-08
3.903374829  1.483719229e-08
4.101532967  1.699010748e-08
4.215550027  2.054106156e-08
4.215971624  1.982167264e-08
4.216393222  1.990706165e-08
4.309750771  2.550006815e-08
4.320686889  2.640717875e-08
4.321119001  2.600354463e-08
4.321551113  2.627543819e-08
4.369164664  3.439207137e-08
4.369601624  3.122356026e-08
4.370038585  3.251691794e-08
4.390652515  4.00006508e-08
4.398931474  4.314673294e-08
4.398931474  4.649911224e-08
4.390652515  5.34109384e-08
4.370038585  7.483893596e-08
4.369601624  7.455172252e-08
