event_index,	id,	pt,	eta,	phi,	momentum,	mass
6418,	-6000113,	20.9187,	2.25978,	-2.82736,	101.303,	15
6419,	6000113,	44.3511,	-1.73894,	-2.39484,	130.104,	15
6419,	-6000113,	93.6152,	-1.25493,	1.52197,	177.526,	15
6420,	6000113,	52.9182,	0.833174,	3.12015,	72.373,	15
6420,	-6000113,	93.4635,	0.490262,	0.599428,	104.923,	15
6421,	6000113,	58.3022,	0.0198786,	1.42975,	58.3137,	15
6421,	-6000113,	60.1775,	-0.697208,	-1.55831,	75.4058,	15
6422,	6000113,	57.3122,	-2.85999,	0.0728268,	502.016,	15
6422,	-6000113,	57.5842,	-2.14149,	-2.93833,	248.465,	15
6423,	6000113,	59.5069,	-0.263628,	-0.694709,	61.5867,	15
6423,	-6000113,	42.7244,	1.46389,	1.09122,	97.2852,	15
6424,	6000113,	64.3188,	-0.651825,	0.447794,	78.4732,	15
6424,	-6000113,	58.5533,	-0.330006,	-2.81236,	61.7706,	15
6425,	6000113,	139.021,	-0.196001,	-1.17287,	141.7,	15
6425,	-6000113,	29.7585,	-0.773293,	1.67197,	39.1084,	15
6426,	6000113,	18.7617,	0.389246,	-3.10981,	20.201,	15
6426,	-6000113,	175.35,	-0.293929,	-0.443425,	182.979,	15
6427,	6000113,	68.7975,	0.535282,	-2.88087,	78.8913,	15
6427,	-6000113,	53.7837,	0.311204,	0.240804,	56.4092,	15
6428,	6000113,	21.0193,	-0.521276,	-1.75567,	23.9403,	15
6428,	-6000113,	22.1659,	-3.68934,	1.55425,	443.799,	15
6429,	6000113,	54.2635,	1.65159,	2.35172,	146.702,	15
6429,	-6000113,	62.8506,	0.605119,	-1.12804,	74.7131,	15
6430,	6000113,	54.5414,	0.646223,	0.0876556,	66.3316,	15
6430,	-6000113,	47.033,	-0.890719,	-1.93683,	66.9571,	15
6431,	6000113,	77.9062,	2.87124,	-2.53604,	690.073,	15
6431,	-6000113,	38.4889,	1.07853,	-1.48236,	63.1304,	15
6432,	6000113,	61.2853,	1.51873,	-0.635575,	146.638,	15
6432,	-6000113,	62.5019,	2.36107,	2.16164,	334.279,	15
6433,	6000113,	60.8656,	0.500116,	-2.54911,	68.6373,	15
6433,	-6000113,	62.1896,	-0.604318,	0.765399,	73.8952,	15
6434,	6000113,	64.0334,	0.554271,	2.14354,	74.1238,	15
6434,	-6000113,	54.0025,	-0.0597074,	-0.896711,	54.0988,	15
6435,	6000113,	31.6895,	0.784287,	-1.98114,	41.9456,	15
6435,	-6000113,	53.7102,	2.55711,	1.11701,	348.471,	15
6436,	6000113,	56.7058,	0.706382,	-2.91685,	71.4514,	15
6436,	-6000113,	96.3361,	1.08833,	-0.798523,	159.247,	15
6437,	6000113,	70.2632,	1.43134,	-1.86556,	155.397,	15
6437,	-6000113,	51.5274,	1.05607,	1.38671,	83.0332,	15
6438,	6000113,	51.1155,	1.41362,	1.65417,	111.281,	15
6438,	-6000113,	68.673,	0.528359,	-1.64667,	78.4835,	15
6439,	6000113,	77.3635,	-1.97086,	0.0870313,	283.004,	15
6439,	-6000113,	51.8933,	-2.31862,	2.77012,	266.213,	15
6440,	6000113,	52.034,	2.31176,	-0.796297,	265.145,	15
6440,	-6000113,	57.0929,	3.47312,	1.50415,	921.139,	15
6441,	6000113,	81.4388,	-0.492685,	0.605173,	91.5245,	15
6441,	-6000113,	53.2483,	1.16454,	0.308543,	93.624,	15
6442,	6000113,	69.1551,	-0.608372,	2.53992,	82.3525,	15
6442,	-6000113,	49.5941,	1.15482,	1.31042,	86.5062,	15
6443,	6000113,	20.475,	3.32572,	-0.841595,	285.167,	15
6443,	-6000113,	63.1338,	1.06211,	1.62996,	102.22,	15
6444,	6000113,	38.3074,	-1.6212,	-0.256729,	100.687,	15
6444,	-6000113,	45.6379,	0.49744,	-2.99597,	51.4018,	15
6445,	6000113,	71.0979,	-1.59401,	0.641138,	182.244,	15
6445,	-6000113,	55.2991,	-0.346935,	-0.889093,	58.6606,	15
6446,	6000113,	98.3253,	-1.75942,	1.68119,	294.052,	15
6446,	-6000113,	40.1842,	-1.51729,	-1.2449,	96.0231,	15
6447,	6000113,	21.2072,	-1.16662,	-1.97848,	37.3515,	15
6447,	-6000113,	20.7108,	-4.32398,	0.0970242,	781.848,	15
6448,	6000113,	31.0555,	-1.39023,	-2.71717,	66.2225,	15
6448,	-6000113,	20.4934,	1.69237,	0.910155,	57.5499,	15
6449,	6000113,	72.7616,	-2.61814,	-1.73617,	501.441,	15
6449,	-6000113,	81.362,	-2.65899,	0.0944973,	583.847,	15
6450,	6000113,	76.1915,	0.154912,	-1.75479,	77.1076,	15
6450,	-6000113,	67.7557,	0.423589,	1.13799,	73.9258,	15
6451,	6000113,	59.371,	2.03492,	1.94799,	231.023,	15
6451,	-6000113,	68.3867,	0.857986,	-1.69153,	95.1403,	15
6452,	6000113,	60.5493,	0.648931,	-0.686481,	73.752,	15
6452,	-6000113,	105.468,	0.16435,	-2.52376,	106.895,	15
6453,	6000113,	65.1935,	1.30057,	-1.64427,	128.554,	15
6453,	-6000113,	83.3788,	0.981661,	2.18748,	126.885,	15
6454,	6000113,	69.8219,	-1.47803,	2.76758,	161.023,	15
6454,	-6000113,	53.0292,	-1.97517,	0.111342,	194.792,	15
6455,	6000113,	56.7207,	-1.62082,	2.56468,	149.033,	15
6455,	-6000113,	25.8526,	0.78413,	-2.95763,	34.2161,	15
6456,	6000113,	46.5864,	0.338792,	-0.675558,	49.2857,	15
6456,	-6000113,	34.7616,	2.28114,	2.06561,	171.896,	15
6457,	6000113,	57.6214,	2.00681,	-0.821177,	218.212,	15
6457,	-6000113,	58.3968,	3.05743,	2.14161,	622.502,	15
6458,	6000113,	62.7615,	1.2957,	-2.71924,	123.24,	15
6458,	-6000113,	65.209,	1.06264,	0.173234,	105.624,	15
6459,	6000113,	17.6,	2.54188,	-1.03302,	112.484,	15
6459,	-6000113,	24.7756,	-1.01446,	-2.69232,	38.6558,	15
6460,	6000113,	68.2885,	-0.747793,	2.81079,	88.2883,	15
6460,	-6000113,	61.3009,	-0.11691,	-0.301118,	61.7203,	15
6461,	6000113,	56.5568,	1.70493,	3.10088,	160.701,	15
6461,	-6000113,	42.4724,	3.56946,	0.294777,	754.429,	15
6462,	6000113,	49.742,	1.06431,	-0.731301,	80.6764,	15
6462,	-6000113,	118.955,	0.0141618,	0.472361,	118.967,	15
6463,	6000113,	87.0082,	-3.81029,	3.06876,	1965.76,	15
6463,	-6000113,	43.4973,	-3.34308,	-0.50004,	616.386,	15
6464,	6000113,	32.9907,	-0.888193,	-0.603385,	46.8819,	15
6464,	-6000113,	49.5736,	-2.71217,	2.38304,	374.984,	15
6465,	6000113,	108.718,	-0.734545,	-2.6026,	139.39,	15
6465,	-6000113,	41.6394,	0.058511,	1.80999,	41.7107,	15
6466,	6000113,	64.6866,	0.347111,	0.406626,	68.6228,	15
6466,	-6000113,	54.8516,	-0.315322,	-2.18796,	57.6012,	15
6467,	6000113,	60.6624,	-2.57692,	1.4902,	401.36,	15
6467,	-6000113,	67.3005,	-2.40895,	-1.71626,	377.293,	15
6468,	6000113,	32.325,	-0.94112,	1.04255,	47.7285,	15
6468,	-6000113,	36.2314,	1.63975,	2.88283,	96.8814,	15
6469,	6000113,	138.412,	-0.385175,	-1.12637,	148.807,	15
6469,	-6000113,	74.8523,	0.691,	-0.515254,	93.4451,	15
6470,	6000113,	29.8783,	3.31021,	-2.53169,	409.74,	15
6470,	-6000113,	43.5581,	0.973118,	1.27978,	65.8618,	15
6471,	6000113,	62.1094,	3.24637,	2.61585,	799.215,	15
6471,	-6000113,	60.8989,	2.85862,	-0.73551,	532.708,	15
6472,	6000113,	46.7281,	-1.05438,	1.91027,	75.1993,	15
6472,	-6000113,	62.3862,	-2.06486,	-0.951062,	249.89,	15
6473,	6000113,	36.3492,	1.99364,	0.454908,	135.917,	15
6473,	-6000113,	33.2828,	-0.355147,	-2.06641,	35.4039,	15
6474,	6000113,	93.3283,	3.06306,	-1.11219,	1000.47,	15
6474,	-6000113,	42.9507,	3.79321,	1.92348,	953.958,	15
6475,	6000113,	57.2985,	-1.29751,	0.106153,	112.688,	15
6475,	-6000113,	122.547,	-1.57527,	-1.49659,	308.757,	15
6476,	6000113,	9.96187,	-3.17776,	0.453875,	119.715,	15
6476,	-6000113,	22.968,	0.968318,	-2.18567,	34.6039,	15
6477,	6000113,	22.1011,	0.773808,	1.84021,	29.0547,	15
6477,	-6000113,	28.6587,	-2.99545,	0.413798,	287.223,	15
6478,	6000113,	61.1981,	1.42258,	-0.302375,	134.297,	15
6478,	-6000113,	74.6753,	1.59083,	2.87605,	190.854,	15
6479,	6000113,	36.3425,	-0.293333,	-1.34137,	37.9173,	15
6479,	-6000113,	29.6399,	2.3418,	1.99503,	155.552,	15
6480,	6000113,	33.7812,	0.281198,	-0.249556,	35.1256,	15
6480,	-6000113,	175.089,	-0.699047,	2.10532,	219.64,	15
6481,	6000113,	61.2396,	0.297199,	-1.25447,	63.9641,	15
6481,	-6000113,	74.1009,	0.290625,	2.2552,	77.2524,	15
6482,	6000113,	20.2026,	-2.10381,	-2.30485,	84.0361,	15
6482,	-6000113,	92.1978,	-0.20664,	1.26278,	94.1732,	15
6483,	6000113,	23.0647,	0.000172797,	2.35416,	23.0647,	15
6483,	-6000113,	9.04221,	4.52079,	-2.44392,	415.575,	15
6484,	6000113,	44.7045,	-0.183705,	-0.91252,	45.4609,	15
6484,	-6000113,	54.1966,	1.29529,	2.87346,	106.384,	15
6485,	6000113,	5.87121,	-4.85738,	-2.72766,	377.795,	15
6485,	-6000113,	60.528,	-1.05812,	-1.96861,	97.6941,	15
6486,	6000113,	148.953,	0.0952912,	2.71914,	149.629,	15
6486,	-6000113,	69.6414,	-0.990331,	2.34339,	106.676,	15
6487,	6000113,	78.691,	1.81426,	0.308181,	247.855,	15
6487,	-6000113,	45.1035,	2.39967,	-3.09202,	250.556,	15
6488,	6000113,	42.2908,	-3.92031,	1.20232,	1066.49,	15
6488,	-6000113,	108.989,	-3.15353,	-2.45458,	1278.51,	15
6489,	6000113,	63.27,	1.4734,	0.228213,	145.306,	15
6489,	-6000113,	59.0029,	1.18006,	3.01155,	105.079,	15
6490,	6000113,	29.2931,	0.0190777,	-0.66601,	29.2984,	15
6490,	-6000113,	136.237,	0.263869,	-3.13621,	141.008,	15
6491,	6000113,	23.7684,	1.84333,	2.34039,	76.9599,	15
6491,	-6000113,	35.5904,	-0.93032,	-0.586027,	52.1354,	15
6492,	6000113,	136.593,	-1.49857,	-0.0584445,	320.907,	15
6492,	-6000113,	75.7256,	-0.367264,	-0.154691,	80.8903,	15
6493,	6000113,	62.8006,	1.80432,	1.93919,	195.951,	15
6493,	-6000113,	61.5314,	1.37633,	-0.945348,	129.611,	15
6494,	6000113,	50.2495,	0.455662,	-1.81354,	55.5569,	15
6494,	-6000113,	80.7721,	0.57011,	1.75128,	94.258,	15
6495,	6000113,	52.695,	-3.212,	-1.93936,	655.235,	15
6495,	-6000113,	61.8461,	-1.8922,	1.04215,	209.804,	15
6496,	6000113,	48.6832,	1.5051,	-0.810863,	115.053,	15
6496,	-6000113,	36.3729,	-0.467996,	2.09883,	40.4294,	15
6497,	6000113,	92.1758,	2.70367,	-1.70471,	691.383,	15
6497,	-6000113,	81.3139,	1.84661,	1.60559,	264.11,	15
6498,	6000113,	12.8344,	-2.15808,	-1.59133,	56.2794,	15
6498,	-6000113,	171.721,	-0.11989,	-0.513221,	172.957,	15
6499,	6000113,	93.8063,	0.646579,	-2.75408,	114.108,	15
6499,	-6000113,	73.2293,	1.61546,	0.490389,	191.458,	15
6500,	6000113,	54.7469,	1.36238,	-3.00236,	113.916,	15
6500,	-6000113,	159.715,	1.50067,	-1.35681,	375.943,	15
6501,	6000113,	56.1139,	-2.88728,	-1.52089,	505.027,	15
6501,	-6000113,	47.1068,	-0.861988,	-1.14173,	65.7183,	15
6502,	6000113,	126.526,	0.0056477,	1.74756,	126.528,	15
6502,	-6000113,	34.736,	-0.377468,	-0.474821,	37.2402,	15
6503,	6000113,	65.2792,	0.864132,	0.294632,	91.2069,	15
6503,	-6000113,	61.9182,	0.645572,	-2.24434,	75.2752,	15
6504,	6000113,	35.5813,	1.33691,	-2.85834,	72.4063,	15
6504,	-6000113,	49.8772,	-1.2486,	-0.358981,	94.0775,	15
6505,	6000113,	50.8804,	1.36038,	-1.14758,	105.684,	15
6505,	-6000113,	64.1665,	2.24488,	1.40838,	306.242,	15
6506,	6000113,	67.8498,	-3.04548,	2.17626,	714.721,	15
6506,	-6000113,	66.8078,	-3.02414,	-1.57107,	688.955,	15
6507,	6000113,	25.7799,	-1.88115,	-0.877142,	86.5364,	15
6507,	-6000113,	49.4558,	-3.99926,	2.77539,	1349.56,	15
6508,	6000113,	91.4649,	-0.647801,	3.02261,	111.337,	15
6508,	-6000113,	39.0743,	0.0107711,	0.424317,	39.0766,	15
6509,	6000113,	29.008,	-2.07534,	-1.33498,	117.378,	15
6509,	-6000113,	28.8626,	0.924861,	-1.85014,	42.112,	15
6510,	6000113,	60.6256,	-2.7763,	1.29165,	488.698,	15
6510,	-6000113,	51.6626,	-3.6987,	-1.98785,	1044.08,	15
6511,	6000113,	6.82766,	1.30739,	0.24035,	13.5428,	15
6511,	-6000113,	17.972,	-3.35034,	2.22077,	256.528,	15
6512,	6000113,	31.4538,	-1.43768,	1.4261,	69.9595,	15
6512,	-6000113,	18.9067,	-4.48926,	-1.70236,	841.976,	15
6513,	6000113,	133.587,	-0.481661,	1.12005,	149.385,	15
6513,	-6000113,	120.062,	0.470516,	0.747443,	133.599,	15
6514,	6000113,	40.6235,	1.16171,	2.79079,	71.2606,	15
6514,	-6000113,	47.8843,	2.92234,	-1.17172,	446.246,	15
6515,	6000113,	70.218,	0.254237,	-0.740544,	72.4995,	15
6515,	-6000113,	57.5608,	-0.617355,	-3.02595,	68.8827,	15
6516,	6000113,	88.7554,	-2.74538,	-0.400453,	693.831,	15
6516,	-6000113,	54.2478,	-2.24579,	-3.07901,	259.134,	15
6517,	6000113,	23.4483,	3.76188,	0.0487481,	504.754,	15
6517,	-6000113,	64.6069,	1.69424,	-2.71934,	181.747,	15
6518,	6000113,	59.1945,	-3.35521,	2.59998,	849.045,	15
6518,	-6000113,	84.1268,	-3.56446,	0.227654,	1486.89,	15
6519,	6000113,	96.3155,	-1.06134,	-1.67346,	155.85,	15
6519,	-6000113,	45.7984,	-1.15176,	0.67341,	79.6856,	15
6520,	6000113,	62.8116,	-3.55916,	1.31259,	1104.29,	15
6520,	-6000113,	35.9166,	-1.8718,	-0.909405,	119.492,	15
6521,	6000113,	142.966,	-0.0140052,	0.543463,	142.98,	15
6521,	-6000113,	317.15,	-0.420548,	0.942541,	345.611,	15
6522,	6000113,	261.292,	0.192423,	-1.28531,	266.144,	15
6522,	-6000113,	28.7017,	1.244,	-0.0996822,	53.9262,	15
6523,	6000113,	68.6287,	0.295763,	-0.168028,	71.6523,	15
6523,	-6000113,	22.2221,	-1.87529,	-2.93008,	74.1775,	15
6524,	6000113,	125.073,	-1.86567,	2.95808,	413.683,	15
6524,	-6000113,	74.0606,	-1.11493,	-0.581622,	125.062,	15
6525,	6000113,	48.8154,	-3.1444,	-1.12143,	567.448,	15
6525,	-6000113,	48.3561,	-1.64366,	2.02603,	129.772,	15
6526,	6000113,	70.7913,	-0.292777,	-1.92614,	73.8471,	15
6526,	-6000113,	57.541,	-0.392997,	0.969317,	62.042,	15
6527,	6000113,	36.5672,	-0.802481,	2.51805,	48.9869,	15
6527,	-6000113,	64.6877,	0.941352,	0.781601,	95.5291,	15
6528,	6000113,	63.942,	-0.81623,	2.06743,	86.4512,	15
6528,	-6000113,	52.2052,	-1.71344,	-0.90155,	149.522,	15
6529,	6000113,	45.3408,	0.0413699,	1.36811,	45.3796,	15
6529,	-6000113,	15.0663,	-2.98955,	-2.42092,	150.113,	15
6530,	6000113,	101.941,	0.0699794,	-1.53513,	102.19,	15
6530,	-6000113,	49.7696,	-1.20186,	-2.6494,	90.2554,	15
6531,	6000113,	144.124,	-0.883704,	1.58045,	204.159,	15
6531,	-6000113,	139.439,	0.415208,	-1.75077,	151.633,	15
6532,	6000113,	45.1608,	0.828331,	-0.0120258,	61.5603,	15
6532,	-6000113,	33.9324,	2.87859,	-2.97383,	302.768,	15
6533,	6000113,	152.976,	0.772505,	-1.25943,	200.937,	15
6533,	-6000113,	20.8223,	-0.113313,	2.46575,	20.9561,	15
6534,	6000113,	57.2575,	1.43383,	0.931988,	126.915,	15
6534,	-6000113,	45.3857,	0.0294697,	-2.50703,	45.4054,	15
6535,	6000113,	42.5856,	-0.139918,	-0.95945,	43.0031,	15
6535,	-6000113,	57.2334,	1.44242,	1.86084,	127.838,	15
6536,	6000113,	45.7618,	1.12927,	-0.43749,	78.1765,	15
6536,	-6000113,	134.676,	1.7926,	1.19398,	415.582,	15
6537,	6000113,	58.6933,	-0.475394,	-1.93477,	65.4515,	15
6537,	-6000113,	61.7985,	0.0317314,	0.828595,	61.8297,	15
6538,	6000113,	53.229,	-1.06613,	-1.54649,	86.4557,	15
6538,	-6000113,	77.5258,	-1.45153,	1.45137,	174.582,	15
6539,	6000113,	77.2349,	-0.504628,	0.147397,	87.2793,	15
6539,	-6000113,	35.074,	-1.64987,	-3.13155,	94.6715,	15
6540,	6000113,	24.4398,	0.794999,	-0.989148,	32.5785,	15
6540,	-6000113,	136.516,	-0.407096,	0.992183,	147.985,	15
6541,	6000113,	36.3362,	3.20303,	3.04039,	447.801,	15
6541,	-6000113,	72.2935,	1.70763,	0.980163,	205.934,	15
6542,	6000113,	47.8517,	2.85417,	-0.396185,	416.733,	15
6542,	-6000113,	52.7185,	1.38493,	2.45944,	111.892,	15
6543,	6000113,	66.8809,	1.6571,	1.86372,	181.742,	15
6543,	-6000113,	56.5763,	1.3867,	-1.32888,	120.268,	15
6544,	6000113,	56.9567,	-0.621104,	1.32386,	68.3005,	15
6544,	-6000113,	119.203,	-1.13649,	-0.370875,	204.836,	15
6545,	6000113,	48.5079,	0.951096,	-0.584355,	72.1521,	15
6545,	-6000113,	34.5972,	-1.02093,	2.18028,	54.2492,	15
6546,	6000113,	44.547,	0.0708528,	1.39771,	44.6588,	15
6546,	-6000113,	82.6291,	-0.427159,	-2.01864,	90.2829,	15
6547,	6000113,	41.617,	0.131073,	-2.68594,	41.975,	15
6547,	-6000113,	33.2474,	2.51862,	2.36645,	207.665,	15
6548,	6000113,	61.6434,	-2.49161,	2.65117,	374.901,	15
6548,	-6000113,	58.3857,	-2.085,	-0.614215,	238.473,	15
6549,	6000113,	93.6298,	-0.819271,	1.35806,	126.85,	15
6549,	-6000113,	12.2416,	-3.29377,	-1.63407,	165.147,	15
6550,	6000113,	77.2558,	-0.422261,	1.46447,	84.2463,	15
6550,	-6000113,	126.981,	-0.427023,	-1.83999,	138.736,	15
6551,	6000113,	110.856,	-1.83582,	-3.13986,	356.388,	15
6551,	-6000113,	78.7409,	-0.626844,	2.31399,	94.7241,	15
6552,	6000113,	62.4734,	-0.797109,	1.51005,	83.394,	15
6552,	-6000113,	51.1849,	0.288586,	-2.10973,	53.3311,	15
6553,	6000113,	61.6326,	-2.73543,	0.0429616,	477.072,	15
6553,	-6000113,	56.6784,	-1.6113,	2.87807,	147.618,	15
6554,	6000113,	41.6503,	2.39121,	-2.4177,	229.456,	15
6554,	-6000113,	62.4197,	3.64941,	0.822119,	1200.89,	15
6555,	6000113,	74.7241,	-0.485185,	1.38664,	83.6932,	15
6555,	-6000113,	58.8707,	-0.166194,	-2.46475,	59.6856,	15
6556,	6000113,	50.0347,	0.667408,	-2.77143,	61.5981,	15
6556,	-6000113,	49.6053,	2.75234,	0.498506,	390.47,	15
6557,	6000113,	46.8665,	-0.392841,	-0.300459,	50.5296,	15
6557,	-6000113,	36.0846,	-2.45403,	-3.02044,	211.475,	15
6558,	6000113,	6.63425,	2.35549,	1.68841,	35.288,	15
6558,	-6000113,	20.8943,	-2.39304,	-1.39771,	115.317,	15
6559,	6000113,	16.7289,	-1.70062,	2.88234,	47.3422,	15
6559,	-6000113,	99.9032,	0.395152,	0.793146,	107.805,	15
6560,	6000113,	53.4757,	-1.86524,	-2.94143,	176.8,	15
6560,	-6000113,	77.4511,	-2.41769,	0.127298,	437.948,	15
6561,	6000113,	65.0393,	-2.03734,	-1.16254,	253.671,	15
6561,	-6000113,	138.168,	-0.848476,	-1.78875,	190.959,	15
6562,	6000113,	75.7501,	-1.83352,	-0.781259,	242.997,	15
6562,	-6000113,	52.0483,	-1.96278,	2.28778,	188.924,	15
6563,	6000113,	138.631,	1.86743,	-0.665808,	459.296,	15
6563,	-6000113,	80.482,	2.73408,	-1.4465,	622.148,	15
6564,	6000113,	42.5194,	-2.30266,	-1.09736,	214.74,	15
6564,	-6000113,	51.5834,	-0.804203,	1.91844,	69.1826,	15
6565,	6000113,	56.6209,	-1.00585,	-1.08955,	87.7614,	15
6565,	-6000113,	64.0135,	-0.279857,	1.8502,	66.5366,	15
6566,	6000113,	36.9271,	-0.662786,	0.88727,	45.3392,	15
6566,	-6000113,	108.542,	-0.5712,	-1.76448,	126.735,	15
6567,	6000113,	231.459,	0.508011,	0.934818,	261.974,	15
6567,	-6000113,	148.85,	1.00282,	1.40694,	230.181,	15
6568,	6000113,	49.2894,	0.370569,	-0.865218,	52.7125,	15
6568,	-6000113,	77.5133,	1.0545,	1.7552,	124.754,	15
6569,	6000113,	33.3359,	-0.00532219,	-0.667543,	33.3363,	15
6569,	-6000113,	60.8792,	-1.66868,	-3.09378,	167.225,	15
6570,	6000113,	30.9022,	-2.12012,	1.83495,	130.595,	15
6570,	-6000113,	124.806,	-1.38572,	-0.526458,	265.079,	15
6571,	6000113,	104.975,	2.99163,	-3.03245,	1048.09,	15
6571,	-6000113,	47.941,	3.54535,	1.29753,	831.313,	15
6572,	6000113,	46.314,	0.878351,	2.31496,	65.3583,	15
6572,	-6000113,	167.155,	0.464035,	-2.47754,	185.477,	15
6573,	6000113,	49.9138,	-0.548321,	0.851131,	57.6072,	15
6573,	-6000113,	43.9124,	-2.4061,	-2.71772,	245.488,	15
6574,	6000113,	57.4997,	1.21656,	-2.76408,	105.564,	15
6574,	-6000113,	55.9259,	0.39316,	0.11656,	60.3042,	15
6575,	6000113,	42.1587,	0.31091,	0.555722,	44.2129,	15
6575,	-6000113,	46.6333,	-2.3256,	2.08748,	240.874,	15
6576,	6000113,	68.3273,	-1.64172,	-1.60568,	183.038,	15
6576,	-6000113,	59.0878,	-1.69865,	1.68009,	166.908,	15
6577,	6000113,	54.6008,	2.71661,	0.420675,	414.829,	15
6577,	-6000113,	40.2788,	0.898883,	-1.15273,	57.6769,	15
6578,	6000113,	64.1682,	0.920856,	2.86495,	93.3525,	15
6578,	-6000113,	93.1931,	1.4066,	1.09559,	201.625,	15
6579,	6000113,	69.5937,	-0.480451,	-0.844143,	77.7816,	15
6579,	-6000113,	58.0141,	-0.753152,	2.67293,	75.2606,	15
6580,	6000113,	66.051,	0.411504,	-0.187653,	71.7227,	15
6580,	-6000113,	69.1221,	-0.404057,	-2.23411,	74.8418,	15
6581,	6000113,	17.3109,	2.96953,	2.06343,	169.077,	15
6581,	-6000113,	77.2962,	-0.59131,	1.29479,	91.2078,	15
6582,	6000113,	90.1992,	1.3569,	-2.01631,	186.784,	15
6582,	-6000113,	65.9965,	2.143,	1.09744,	285.179,	15
6583,	6000113,	63.6216,	-0.802822,	1.03628,	85.2495,	15
6583,	-6000113,	62.9776,	-0.938739,	-2.0392,	92.8251,	15
6584,	6000113,	51.9824,	4.52928,	-0.668948,	2409.45,	15
6584,	-6000113,	41.7647,	3.00992,	2.58399,	424.644,	15
6585,	6000113,	40.2162,	-1.24889,	1.96712,	75.8736,	15
6585,	-6000113,	141.311,	-0.314548,	-2.82216,	148.359,	15
6586,	6000113,	50.4925,	2.40846,	2.57959,	282.929,	15
6586,	-6000113,	22.6378,	4.84248,	-0.391411,	1435.14,	15
6587,	6000113,	59.8491,	-1.61853,	0.980144,	156.92,	15
6587,	-6000113,	15.5661,	1.10899,	-0.911462,	26.1603,	15
6588,	6000113,	34.1378,	0.917243,	-1.40504,	49.534,	15
6588,	-6000113,	28.4118,	3.45681,	1.31543,	450.998,	15
6589,	6000113,	67.8626,	0.777008,	1.84296,	89.4,	15
6589,	-6000113,	87.6989,	0.490388,	-0.714041,	98.4569,	15
6590,	6000113,	12.8219,	2.70307,	-0.255221,	96.1157,	15
6590,	-6000113,	26.3581,	-1.48333,	3.11595,	61.078,	15
6591,	6000113,	13.7543,	3.56747,	2.05807,	243.83,	15
6591,	-6000113,	51.159,	0.634468,	-0.794173,	61.8061,	15
6592,	6000113,	58.5991,	-1.65179,	2.83547,	158.452,	15
6592,	-6000113,	19.8871,	0.887491,	-2.23987,	28.2468,	15
6593,	6000113,	60.1218,	-0.566216,	1.92834,	70.0196,	15
6593,	-6000113,	64.0616,	-0.620538,	-1.40221,	76.7965,	15
6594,	6000113,	57.2553,	-0.633445,	1.70238,	69.1315,	15
6594,	-6000113,	118.405,	1.74256,	-1.79365,	348.524,	15
6595,	6000113,	147.76,	-0.0954372,	2.60799,	148.433,	15
6595,	-6000113,	29.4853,	0.0538124,	-1.37398,	29.528,	15
6596,	6000113,	37.7771,	-0.664071,	-2.36934,	46.4174,	15
6596,	-6000113,	59.2611,	1.09533,	1.86035,	98.51,	15
6597,	6000113,	139.359,	-0.390513,	0.652041,	150.121,	15
6597,	-6000113,	64.91,	-1.17091,	2.04915,	114.728,	15
6598,	6000113,	98.874,	1.84557,	-1.2654,	320.83,	15
6598,	-6000113,	53.3689,	2.75244,	2.93313,	420.137,	15
6599,	6000113,	55.8627,	2.41512,	-0.984494,	315.079,	15
6599,	-6000113,	142.255,	1.93938,	0.463081,	504.88,	15
6600,	6000113,	27.4864,	1.39085,	1.3815,	58.6439,	15
6600,	-6000113,	67.8233,	-0.382142,	-1.57577,	72.8361,	15
6601,	6000113,	110.078,	3.33287,	0.169235,	1544.08,	15
6601,	-6000113,	36.4765,	4.19292,	-1.99187,	1207.94,	15
6602,	6000113,	45.661,	-0.466658,	2.34075,	50.7237,	15
6602,	-6000113,	120.599,	0.576287,	0.676243,	141.186,	15
6603,	6000113,	96.4417,	-0.967937,	0.555441,	145.259,	15
6603,	-6000113,	37.7066,	-0.575253,	-2.82292,	44.1194,	15
6604,	6000113,	51.8558,	0.0869828,	-1.81094,	52.0521,	15
6604,	-6000113,	78.1383,	-0.166548,	1.87114,	79.2245,	15
6605,	6000113,	61.0179,	-2.16772,	1.89078,	270.09,	15
6605,	-6000113,	67.9784,	-2.56346,	-1.40748,	443.821,	15
6606,	6000113,	64.3924,	0.424975,	-2.82209,	70.2952,	15
6606,	-6000113,	82.059,	0.334231,	1.21489,	86.6853,	15
6607,	6000113,	50.1433,	1.86606,	-1.39216,	165.913,	15
6607,	-6000113,	111.882,	1.04026,	-2.95985,	178.078,	15
6608,	6000113,	57.1283,	1.34991,	-1.05094,	117.58,	15
6608,	-6000113,	82.8649,	0.350353,	1.023,	88.0028,	15
6609,	6000113,	69.0362,	-1.49988,	-2.55297,	162.383,	15
6609,	-6000113,	32.0377,	-0.0335977,	0.185015,	32.0558,	15
6610,	6000113,	41.8804,	-1.56982,	-1.72259,	104.991,	15
6610,	-6000113,	50.6539,	-3.11348,	1.49542,	570.962,	15
6611,	6000113,	41.2008,	1.03275,	-1.53113,	65.1961,	15
6611,	-6000113,	38.2891,	-1.51372,	0.398072,	91.1991,	15
6612,	6000113,	85.7666,	-0.425652,	1.40886,	93.6542,	15
6612,	-6000113,	44.6143,	-0.286509,	-1.37173,	46.458,	15
6613,	6000113,	54.0145,	2.6665,	2.71538,	390.497,	15
