event_index,	id,	pt,	eta,	phi,	momentum,	mass
6223,	-6000113,	56.1208,	0.07689,	-1.85285,	56.2868,	15
6224,	6000113,	57.917,	3.0811,	-0.15728,	632.111,	15
6224,	-6000113,	68.2949,	3.30323,	2.97955,	930.076,	15
6225,	6000113,	50.9758,	-1.99137,	0.816317,	190.192,	15
6225,	-6000113,	81.5485,	-1.88448,	-1.91073,	274.608,	15
6226,	6000113,	58.7546,	2.14717,	0.522504,	254.919,	15
6226,	-6000113,	59.6746,	1.37936,	-2.60235,	126.036,	15
6227,	6000113,	81.208,	-0.339194,	2.04002,	85.9246,	15
6227,	-6000113,	44.2268,	-1.86316,	-3.03464,	145.931,	15
6228,	6000113,	68.2733,	0.696071,	-2.42626,	85.4917,	15
6228,	-6000113,	77.8519,	0.549799,	0.42966,	89.9178,	15
6229,	6000113,	77.5191,	-0.0536089,	-0.836305,	77.6305,	15
6229,	-6000113,	49.3221,	-1.0029,	2.94237,	76.2764,	15
6230,	6000113,	85.9191,	3.62019,	2.20907,	1605.47,	15
6230,	-6000113,	46.4666,	2.31868,	-2.76703,	238.39,	15
6231,	6000113,	65.7107,	1.83547,	1.2802,	211.182,	15
6231,	-6000113,	58.3592,	2.45626,	-1.85838,	342.769,	15
6232,	6000113,	19.7438,	3.40281,	-2.31471,	296.964,	15
6232,	-6000113,	30.3942,	0.227153,	1.84051,	31.1817,	15
6233,	6000113,	5.40295,	0.00875297,	-0.819644,	5.40316,	15
6233,	-6000113,	47.7918,	3.12398,	0.90952,	544.368,	15
6234,	6000113,	64.117,	-0.947839,	1.47432,	95.1402,	15
6234,	-6000113,	78.3587,	-1.64894,	-1.75668,	211.323,	15
6235,	6000113,	78.7986,	-1.37061,	-2.22817,	165.15,	15
6235,	-6000113,	100.119,	-0.462772,	-0.948704,	111.033,	15
6236,	6000113,	43.2301,	-2.05227,	-1.26134,	171.062,	15
6236,	-6000113,	101.609,	-3.07903,	0.316548,	1106.69,	15
6237,	6000113,	128.097,	0.722487,	0.515766,	163.009,	15
6237,	-6000113,	94.1815,	0.648564,	1.73155,	114.694,	15
6238,	6000113,	64.3776,	2.27166,	-2.78537,	315.405,	15
6238,	-6000113,	63.002,	2.6373,	0.397558,	442.495,	15
6239,	6000113,	65.9153,	0.212843,	-0.0979363,	67.4139,	15
6239,	-6000113,	94.7668,	1.4869,	0.646269,	220.306,	15
6240,	6000113,	34.2993,	-1.59832,	2.55513,	88.2685,	15
6240,	-6000113,	43.6563,	0.484909,	-0.59805,	48.8902,	15
6241,	6000113,	73.5815,	-0.213034,	2.80996,	75.2575,	15
6241,	-6000113,	50.5603,	-0.406843,	-0.119051,	54.8027,	15
6242,	6000113,	107.756,	-3.21901,	2.3239,	1349.28,	15
6242,	-6000113,	44.2278,	-2.52277,	0.491535,	277.383,	15
6243,	6000113,	61.9561,	0.777494,	2.89247,	81.6447,	15
6243,	-6000113,	65.8447,	0.483928,	0.0520439,	73.7063,	15
6244,	6000113,	63.7564,	2.43341,	-0.40543,	366.134,	15
6244,	-6000113,	57.916,	2.27064,	2.6536,	283.464,	15
6245,	6000113,	59.2788,	-2.1773,	-0.576755,	264.852,	15
6245,	-6000113,	85.3344,	-1.97054,	1.57559,	312.064,	15
6246,	6000113,	48.8983,	-0.722641,	1.51363,	62.2312,	15
6246,	-6000113,	80.3597,	-0.573332,	-1.39379,	93.9329,	15
6247,	6000113,	66.5373,	-0.836391,	-0.0290681,	91.1991,	15
6247,	-6000113,	34.161,	0.838757,	-3.12041,	46.8985,	15
6248,	6000113,	51.5697,	-2.12938,	1.75619,	219.908,	15
6248,	-6000113,	73.0894,	-1.55566,	-1.52635,	180.87,	15
6249,	6000113,	44.4073,	-0.469383,	-0.469113,	49.3897,	15
6249,	-6000113,	75.1711,	0.455336,	2.73998,	83.0993,	15
6250,	6000113,	33.6168,	-0.205993,	-2.96145,	34.3326,	15
6250,	-6000113,	116.23,	0.564539,	0.225238,	135.249,	15
6251,	6000113,	48.2513,	-0.598861,	2.18292,	57.1653,	15
6251,	-6000113,	121.489,	-0.455439,	-2.29501,	134.308,	15
6252,	6000113,	110.376,	-0.374219,	-1.05692,	118.195,	15
6252,	-6000113,	59.5752,	-0.835105,	-2.73253,	81.5848,	15
6253,	6000113,	93.735,	-0.595383,	-2.13308,	110.845,	15
6253,	-6000113,	26.3328,	0.724617,	1.39954,	33.5539,	15
6254,	6000113,	65.2866,	-0.222756,	2.80492,	66.9131,	15
6254,	-6000113,	67.7688,	-0.614429,	-0.265838,	80.9685,	15
6255,	6000113,	30.6923,	-0.520376,	0.756852,	34.9426,	15
6255,	-6000113,	42.5736,	1.92906,	1.97573,	149.611,	15
6256,	6000113,	42.8721,	-2.60559,	1.18243,	291.81,	15
6256,	-6000113,	26.8475,	-0.111138,	-2.03103,	27.0135,	15
6257,	6000113,	66.3752,	1.89212,	0.287063,	225.15,	15
6257,	-6000113,	57.8699,	1.99676,	-2.82949,	217.038,	15
6258,	6000113,	119.156,	0.220858,	0.704964,	122.074,	15
6258,	-6000113,	42.6411,	1.16836,	2.29642,	75.2105,	15
6259,	6000113,	22.0731,	-2.45642,	0.910637,	129.665,	15
6259,	-6000113,	104.524,	-0.275584,	1.25033,	108.519,	15
6260,	6000113,	101.093,	-2.2383,	-0.627268,	479.381,	15
6260,	-6000113,	25.8511,	0.27915,	-3.09311,	26.8648,	15
6261,	6000113,	59.2067,	1.17383,	1.34713,	104.901,	15
6261,	-6000113,	58.0789,	0.641685,	-1.90706,	70.4521,	15
6262,	6000113,	32.1263,	-1.7802,	-1.15189,	97.9794,	15
6262,	-6000113,	31.4892,	0.84566,	1.99735,	43.436,	15
6263,	6000113,	63.1346,	-1.15542,	-0.187291,	110.179,	15
6263,	-6000113,	61.7432,	-0.444826,	-3.06928,	67.9531,	15
6264,	6000113,	100.26,	1.30769,	2.98043,	198.919,	15
6264,	-6000113,	100.421,	0.235817,	-0.172436,	103.226,	15
6265,	6000113,	30.2071,	0.451433,	1.17973,	33.3377,	15
6265,	-6000113,	73.201,	-1.42774,	-2.8678,	161.376,	15
6266,	6000113,	95.612,	0.411958,	-1.4367,	103.841,	15
6266,	-6000113,	76.151,	2.74371,	-0.394172,	594.318,	15
6267,	6000113,	70.5477,	-0.742626,	3.08432,	90.9116,	15
6267,	-6000113,	101.702,	0.420029,	2.30714,	110.806,	15
6268,	6000113,	45.6923,	0.356522,	-0.471297,	48.6272,	15
6268,	-6000113,	94.4269,	-0.504229,	2.58681,	106.687,	15
6269,	6000113,	61.698,	0.556243,	1.42196,	71.4915,	15
6269,	-6000113,	66.697,	0.531291,	-1.42503,	76.3338,	15
6270,	6000113,	58.5783,	-0.792795,	-3.06412,	77.9719,	15
6270,	-6000113,	44.2748,	0.638854,	-0.449879,	53.6214,	15
6271,	6000113,	60.3834,	-1.72986,	-3.07962,	175.631,	15
6271,	-6000113,	55.9503,	-2.76659,	0.244722,	446.686,	15
6272,	6000113,	41.2063,	0.429145,	0.285566,	45.0593,	15
6272,	-6000113,	91.4951,	-0.0998486,	2.87287,	91.9515,	15
6273,	6000113,	20.5624,	-1.58774,	-2.2261,	52.404,	15
6273,	-6000113,	24.1326,	1.75333,	0.80275,	71.7577,	15
6274,	6000113,	65.9275,	-0.122529,	2.24449,	66.423,	15
6274,	-6000113,	67.8608,	0.687654,	-1.99396,	84.5477,	15
6275,	6000113,	3.8675,	1.68567,	-1.58931,	10.7931,	15
6275,	-6000113,	55.0204,	-2.3029,	2.28879,	277.938,	15
6276,	6000113,	58.1027,	3.37243,	2.43746,	847.822,	15
6276,	-6000113,	40.9723,	1.88128,	-1.55016,	137.55,	15
6277,	6000113,	61.9757,	-1.15854,	2.84723,	108.433,	15
6277,	-6000113,	43.0189,	-2.363,	0.0777644,	230.516,	15
6278,	6000113,	57.858,	1.64371,	-1.40455,	155.279,	15
6278,	-6000113,	153.73,	0.921638,	0.397338,	223.775,	15
6279,	6000113,	31.7698,	2.41744,	0.0310596,	179.599,	15
6279,	-6000113,	110.926,	1.36675,	2.34917,	231.698,	15
6280,	6000113,	24.8862,	2.26959,	-1.85536,	121.679,	15
6280,	-6000113,	76.057,	0.0775539,	-2.87177,	76.2858,	15
6281,	6000113,	54.6041,	-1.24351,	-0.36256,	102.55,	15
6281,	-6000113,	73.9564,	-0.855661,	2.92585,	102.723,	15
6282,	6000113,	55.6339,	-1.30412,	0.904418,	110.04,	15
6282,	-6000113,	54.466,	-3.21388,	-2.283,	678.527,	15
6283,	6000113,	127.654,	-2.05469,	2.78094,	506.309,	15
6283,	-6000113,	150.301,	-1.51673,	-2.77049,	358.974,	15
6284,	6000113,	70.9911,	-1.12425,	0.609074,	120.784,	15
6284,	-6000113,	55.4996,	0.234659,	2.9719,	57.0347,	15
6285,	6000113,	62.1298,	-0.227417,	-0.491578,	63.7434,	15
6285,	-6000113,	75.3081,	-0.50837,	-2.90999,	85.2508,	15
6286,	6000113,	67.4616,	1.36305,	-0.3581,	140.454,	15
6286,	-6000113,	69.0715,	0.392652,	2.71198,	74.4648,	15
6287,	6000113,	31.732,	2.23442,	1.4847,	149.904,	15
6287,	-6000113,	105.841,	1.60897,	-1.85763,	275.068,	15
6288,	6000113,	63.931,	1.3721,	-1.17971,	134.165,	15
6288,	-6000113,	59.6244,	1.57039,	1.58061,	149.553,	15
6289,	6000113,	70.609,	-1.14034,	0.89848,	121.714,	15
6289,	-6000113,	111.638,	-0.424814,	-0.414119,	121.864,	15
6290,	6000113,	87.6276,	0.714092,	0.177042,	110.935,	15
6290,	-6000113,	49.1976,	0.671171,	-2.20134,	60.7009,	15
6291,	6000113,	20.2181,	2.11292,	-1.66418,	84.8478,	15
6291,	-6000113,	48.1832,	4.31363,	1.47166,	1800.23,	15
6292,	6000113,	32.3932,	-0.425778,	-2.29736,	35.3741,	15
6292,	-6000113,	113.014,	-0.00259994,	1.2722,	113.015,	15
6293,	6000113,	66.7598,	-0.208876,	0.835331,	68.2214,	15
6293,	-6000113,	114.473,	-1.10818,	-0.590096,	192.257,	15
6294,	6000113,	38.6222,	0.589077,	1.5294,	45.5194,	15
6294,	-6000113,	46.8463,	2.34908,	-1.78051,	247.615,	15
6295,	6000113,	23.959,	2.99907,	1.77297,	240.989,	15
6295,	-6000113,	20.9805,	-0.271711,	-1.51356,	21.7597,	15
6296,	6000113,	11.6243,	3.46569,	0.977271,	186.162,	15
6296,	-6000113,	35.356,	-0.160975,	-2.88658,	35.8151,	15
6297,	6000113,	45.4147,	-0.935021,	2.01208,	66.7561,	15
6297,	-6000113,	49.2783,	-2.42735,	-1.21428,	281.308,	15
6298,	6000113,	49.3011,	-0.0624763,	-0.937363,	49.3973,	15
6298,	-6000113,	55.7715,	1.17984,	2.07288,	99.3061,	15
6299,	6000113,	43.892,	2.55788,	2.43408,	284.99,	15
6299,	-6000113,	54.3301,	0.981547,	-1.76324,	82.6718,	15
6300,	6000113,	58.958,	-1.71193,	-2.32874,	168.625,	15
6300,	-6000113,	65.5445,	-0.829717,	0.945165,	89.4303,	15
6301,	6000113,	55.176,	-2.59182,	-1.33278,	370.479,	15
6301,	-6000113,	67.6574,	-2.08195,	2.06943,	275.526,	15
6302,	6000113,	28.1907,	-4.72241,	-0.185812,	1585,	15
6302,	-6000113,	27.9195,	-1.68576,	3.11734,	77.9216,	15
6303,	6000113,	54.203,	1.51798,	-0.755976,	129.603,	15
6303,	-6000113,	43.1619,	0.0343265,	2.04163,	43.1874,	15
6304,	6000113,	56.0045,	0.354898,	1.53705,	59.5686,	15
6304,	-6000113,	42.8071,	-1.12533,	-0.983972,	72.8955,	15
6305,	6000113,	353.975,	-1.98472,	0.407185,	1312.26,	15
6305,	-6000113,	109.133,	-1.69343,	0.960664,	306.77,	15
6306,	6000113,	62.6768,	0.739895,	1.10361,	80.63,	15
6306,	-6000113,	34.4737,	2.41472,	-2.82604,	194.363,	15
6307,	6000113,	94.198,	-0.517999,	-1.2474,	107.121,	15
6307,	-6000113,	59.7252,	-0.918639,	2.90053,	86.7491,	15
6308,	6000113,	70.9063,	0.464473,	1.62012,	78.6932,	15
6308,	-6000113,	33.0534,	-1.07942,	-1.92806,	54.2533,	15
6309,	6000113,	39.0941,	-1.70602,	-2.33256,	111.195,	15
6309,	-6000113,	96.4594,	-1.28392,	1.19284,	187.504,	15
6310,	6000113,	250.913,	1.30244,	1.08085,	495.568,	15
6310,	-6000113,	331.201,	1.60703,	-2.04271,	859.213,	15
6311,	6000113,	63.8857,	-1.6682,	0.92292,	175.404,	15
6311,	-6000113,	64.6854,	-1.13754,	-1.53058,	111.249,	15
6312,	6000113,	25.4691,	1.27263,	2.07037,	49.0323,	15
6312,	-6000113,	53.8849,	-1.54623,	-1.32085,	132.201,	15
6313,	6000113,	29.6074,	-2.99161,	1.56057,	295.599,	15
6313,	-6000113,	34.398,	-0.320196,	-1.98293,	36.1765,	15
6314,	6000113,	26.4337,	-2.27885,	0.0130949,	130.421,	15
6314,	-6000113,	43.2926,	0.153757,	-2.76892,	43.8053,	15
6315,	6000113,	71.6289,	-1.13971,	-0.512826,	123.408,	15
6315,	-6000113,	35.9993,	0.190144,	2.63423,	36.6521,	15
6316,	6000113,	107.299,	-1.02494,	-2.33225,	168.767,	15
6316,	-6000113,	23.5601,	0.206462,	0.441221,	24.064,	15
6317,	6000113,	90.8835,	1.18146,	1.39306,	162.043,	15
6317,	-6000113,	106.604,	1.62873,	0.161701,	282.156,	15
6318,	6000113,	65.4561,	-1.67307,	-2.11487,	180.534,	15
6318,	-6000113,	67.4398,	-1.56563,	1.00656,	168.419,	15
6319,	6000113,	29.1529,	-1.45395,	0.31051,	65.7924,	15
6319,	-6000113,	117.945,	-0.833881,	-3.0106,	161.384,	15
6320,	6000113,	10.9747,	-1.74478,	2.35188,	32.3714,	15
6320,	-6000113,	37.5315,	1.96264,	2.10355,	136.213,	15
6321,	6000113,	81.8647,	-0.114235,	-1.17616,	82.3994,	15
6321,	-6000113,	46.3134,	-0.226732,	1.80027,	47.5089,	15
6322,	6000113,	63.189,	-1.79149,	-1.14654,	194.783,	15
6322,	-6000113,	58.2142,	-2.0453,	1.94279,	228.807,	15
6323,	6000113,	64.098,	-1.61043,	1.80726,	166.808,	15
6323,	-6000113,	62.3461,	-1.12696,	-1.26071,	106.309,	15
6324,	6000113,	100.403,	-0.259705,	2.31396,	103.808,	15
6324,	-6000113,	116.892,	0.0961872,	-2.78382,	117.433,	15
6325,	6000113,	59.793,	-1.91217,	-0.0851971,	206.75,	15
6325,	-6000113,	46.9736,	-0.767682,	2.83497,	61.5085,	15
6326,	6000113,	61.6344,	-0.654706,	-1.70307,	75.3225,	15
6326,	-6000113,	66.3874,	-2.15068,	1.4835,	289.022,	15
6327,	6000113,	64.2697,	1.71805,	0.627777,	184.873,	15
6327,	-6000113,	64.7083,	1.80954,	-2.4479,	202.905,	15
6328,	6000113,	64.0699,	-2.71875,	-2.81757,	487.806,	15
6328,	-6000113,	55.7887,	-1.85997,	0.0782463,	183.524,	15
6329,	6000113,	25.9526,	3.48063,	0.161106,	421.873,	15
6329,	-6000113,	12.2134,	-0.140638,	-2.50799,	12.3344,	15
6330,	6000113,	54.0228,	-0.920845,	-2.64492,	78.5923,	15
6330,	-6000113,	70.4691,	-0.916488,	0.338277,	102.195,	15
6331,	6000113,	35.1774,	1.16252,	0.734055,	61.7482,	15
6331,	-6000113,	49.4045,	-1.01612,	-1.68996,	77.1812,	15
6332,	6000113,	44.3802,	-0.873832,	-1.6736,	62.4302,	15
6332,	-6000113,	87.0858,	-0.810048,	1.83377,	117.255,	15
6333,	6000113,	24.1682,	0.545038,	-0.715776,	27.8478,	15
6333,	-6000113,	86.8819,	-1.0681,	1.69254,	141.335,	15
6334,	6000113,	35.4339,	-1.57404,	2.24985,	89.1746,	15
6334,	-6000113,	85.5922,	-0.171197,	0.36242,	86.8496,	15
6335,	6000113,	36.7459,	-0.350966,	-1.05297,	39.0324,	15
6335,	-6000113,	32.6185,	-2.72508,	1.10022,	249.911,	15
6336,	6000113,	27.1161,	1.58174,	-1.39744,	68.7262,	15
6336,	-6000113,	71.1083,	-0.192829,	1.58264,	72.4344,	15
6337,	6000113,	37.2153,	-1.59717,	1.03865,	95.6717,	15
6337,	-6000113,	85.4145,	-2.57757,	-1.94655,	565.489,	15
6338,	6000113,	54.333,	-3.90724,	0.522062,	1352.39,	15
6338,	-6000113,	17.3893,	-1.48231,	-0.0122237,	40.2582,	15
6339,	6000113,	51.0231,	1.10683,	-0.738239,	85.6002,	15
6339,	-6000113,	51.8504,	-0.464058,	2.49597,	57.5343,	15
6340,	6000113,	39.6742,	0.068507,	-3.00968,	39.7674,	15
6340,	-6000113,	32.6523,	-2.18635,	0.902336,	147.18,	15
6341,	6000113,	55.7204,	1.10211,	0.141442,	93.1279,	15
6341,	-6000113,	59.508,	0.21039,	2.88452,	60.8299,	15
6342,	6000113,	47.5028,	-0.176055,	-0.126584,	48.2409,	15
6342,	-6000113,	36.6121,	-2.06808,	-2.9799,	147.108,	15
6343,	6000113,	65.8597,	-0.958628,	-2.11615,	98.5109,	15
6343,	-6000113,	78.2492,	-1.31792,	1.98907,	156.629,	15
6344,	6000113,	72.3405,	0.156023,	-1.63911,	73.2228,	15
6344,	-6000113,	41.9325,	1.06917,	1.44773,	68.2712,	15
6345,	6000113,	89.1936,	0.772794,	-3.1201,	117.18,	15
6345,	-6000113,	40.9523,	0.0739233,	-0.654246,	41.0643,	15
6346,	6000113,	68.8466,	-0.172979,	-1.34309,	69.8792,	15
6346,	-6000113,	63.8138,	0.00723357,	1.38506,	63.8155,	15
6347,	6000113,	31.95,	-0.168072,	2.42172,	32.4023,	15
6347,	-6000113,	81.6463,	-1.45104,	-0.636749,	183.781,	15
6348,	6000113,	81.4807,	0.054361,	2.40903,	81.6011,	15
6348,	-6000113,	64.4251,	0.795747,	0.627502,	85.9218,	15
6349,	6000113,	83.7832,	-0.421599,	0.485487,	91.3402,	15
6349,	-6000113,	40.4949,	-1.82527,	-2.72199,	128.888,	15
6350,	6000113,	78.1191,	-2.12071,	-1.72378,	330.328,	15
6350,	-6000113,	71.8006,	-2.49981,	1.71971,	440.221,	15
6351,	6000113,	39.0382,	1.46499,	2.40314,	88.9795,	15
6351,	-6000113,	93.5599,	0.766204,	-0.196449,	122.393,	15
6352,	6000113,	81.0715,	0.553604,	-0.349925,	93.8154,	15
6352,	-6000113,	96.5624,	0.0497841,	2.26248,	96.6821,	15
6353,	6000113,	51.7781,	0.534726,	-2.67254,	59.3587,	15
6353,	-6000113,	79.3723,	-0.100641,	-0.434698,	79.7747,	15
6354,	6000113,	47.3084,	-0.32428,	0.365906,	49.8177,	15
6354,	-6000113,	115.981,	-1.69837,	-0.283942,	327.531,	15
6355,	6000113,	121.19,	0.551452,	1.95676,	140.089,	15
6355,	-6000113,	128.655,	-1.36793,	0.851233,	269.008,	15
6356,	6000113,	16.2324,	0.441752,	0.363354,	17.8422,	15
6356,	-6000113,	121.269,	-1.05092,	-2.85093,	194.631,	15
6357,	6000113,	66.3542,	1.31972,	-2.14132,	133.027,	15
6357,	-6000113,	53.2372,	1.86387,	0.940834,	175.781,	15
6358,	6000113,	28.0119,	2.63655,	2.57167,	196.596,	15
6358,	-6000113,	80.4019,	0.985939,	0.278171,	122.75,	15
6359,	6000113,	78.6071,	-0.375909,	-3.05047,	84.2267,	15
6359,	-6000113,	68.9576,	0.523499,	-0.374485,	78.6243,	15
6360,	6000113,	42.9279,	3.92266,	-2.44152,	1085.09,	15
6360,	-6000113,	67.4293,	2.28962,	0.539231,	336.218,	15
6361,	6000113,	60.2401,	-0.720093,	-2.85524,	76.5451,	15
6361,	-6000113,	55.9329,	-2.96472,	-0.538942,	543.693,	15
6362,	6000113,	25.8941,	1.03426,	2.0233,	41.023,	15
6362,	-6000113,	56.4561,	-1.06868,	-1.25102,	91.8822,	15
6363,	6000113,	42.6001,	0.909517,	2.97016,	61.4686,	15
6363,	-6000113,	57.5919,	-0.839692,	-1.43332,	79.1169,	15
6364,	6000113,	84.9615,	0.798332,	1.20672,	113.505,	15
6364,	-6000113,	384.86,	0.304134,	1.64607,	402.797,	15
6365,	6000113,	158.53,	0.224603,	-1.57689,	162.546,	15
6365,	-6000113,	35.7385,	0.544255,	0.911093,	41.1636,	15
6366,	6000113,	133.127,	-0.2173,	-1.13191,	136.283,	15
6366,	-6000113,	75.8916,	-1.42972,	2.82129,	167.603,	15
6367,	6000113,	102.622,	-0.538611,	2.07119,	117.87,	15
6367,	-6000113,	32.9933,	0.724224,	0.0283624,	42.0306,	15
6368,	6000113,	79.1301,	3.25985,	-0.346312,	1032.02,	15
6368,	-6000113,	30.7736,	1.64131,	-2.41226,	82.4062,	15
6369,	6000113,	43.4158,	-0.916615,	-1.0325,	62.9677,	15
6369,	-6000113,	98.5498,	-0.705337,	1.32134,	124.097,	15
6370,	6000113,	76.5336,	-0.0881519,	-0.460968,	76.8312,	15
6370,	-6000113,	53.2669,	-0.83606,	-2.84236,	72.9937,	15
6371,	6000113,	64.7428,	-0.294535,	-2.95992,	67.5714,	15
6371,	-6000113,	64.771,	0.297361,	0.396316,	67.6558,	15
6372,	6000113,	48.2913,	-2.92369,	-0.906654,	450.646,	15
6372,	-6000113,	53.8005,	-1.61996,	2.44924,	141.247,	15
6373,	6000113,	123.079,	-2.82267,	-2.35044,	1038.86,	15
6373,	-6000113,	38.9468,	-1.88185,	1.67612,	130.821,	15
6374,	6000113,	62.8218,	2.8901,	2.03962,	566.989,	15
6374,	-6000113,	53.6844,	2.2865,	-1.0986,	266.866,	15
6375,	6000113,	156.798,	1.12822,	-2.93599,	267.636,	15
6375,	-6000113,	125.564,	-0.392069,	0.474177,	135.339,	15
6376,	6000113,	77.4055,	1.87355,	2.52591,	257.951,	15
6376,	-6000113,	40.641,	0.597504,	-0.532484,	48.1141,	15
6377,	6000113,	36.5352,	1.45509,	-0.862812,	82.5377,	15
6377,	-6000113,	88.2106,	-0.332196,	0.15648,	93.1227,	15
6378,	6000113,	22.859,	-0.131861,	-0.034265,	23.058,	15
6378,	-6000113,	52.8732,	2.13213,	-3.12992,	226.069,	15
6379,	6000113,	85.6869,	1.38676,	0.17235,	182.159,	15
6379,	-6000113,	42.1483,	0.901261,	-3.10486,	60.4568,	15
6380,	6000113,	64.9811,	-2.16038,	1.95019,	285.581,	15
6380,	-6000113,	61.5037,	-2.29693,	-1.4004,	308.876,	15
6381,	6000113,	76.3203,	-0.144098,	-3.04381,	77.1141,	15
6381,	-6000113,	22.0676,	-2.26976,	0.71168,	107.916,	15
6382,	6000113,	54.2794,	-0.833484,	-2.0545,	74.2503,	15
6382,	-6000113,	76.1799,	-0.251454,	0.807724,	78.601,	15
6383,	6000113,	21.7203,	-0.908209,	0.173269,	31.3112,	15
6383,	-6000113,	19.6478,	-4.14646,	-2.22601,	621.124,	15
6384,	6000113,	93.3418,	1.09583,	1.0809,	155.224,	15
6384,	-6000113,	91.0671,	1.39415,	-2.21339,	194.865,	15
6385,	6000113,	169.538,	-1.02211,	-0.389583,	266.081,	15
6385,	-6000113,	110.788,	-0.657651,	-1.25776,	135.622,	15
6386,	6000113,	28.0129,	1.53529,	1.28479,	68.0444,	15
6386,	-6000113,	8.00291,	-2.69133,	3.13207,	59.298,	15
6387,	6000113,	32.6474,	-3.03587,	-0.395317,	340.628,	15
6387,	-6000113,	60.2554,	-4.70287,	2.94168,	3322.26,	15
6388,	6000113,	49.539,	-1.75985,	-2.2599,	148.211,	15
6388,	-6000113,	62.7497,	-3.10312,	-0.158485,	700.044,	15
6389,	6000113,	25.8123,	4.30406,	-0.345537,	955.226,	15
6389,	-6000113,	62.6144,	2.14113,	1.40153,	270.075,	15
6390,	6000113,	51.1669,	1.32744,	-0.00750075,	103.269,	15
6390,	-6000113,	61.752,	2.81277,	1.75742,	516.124,	15
6391,	6000113,	48.3425,	0.73809,	0.56603,	62.1192,	15
6391,	-6000113,	51.6701,	2.0194,	-2.48895,	198.065,	15
6392,	6000113,	123.338,	-1.11886,	-2.09805,	208.935,	15
6392,	-6000113,	66.1875,	-0.95594,	-0.630606,	98.8036,	15
6393,	6000113,	69.4642,	-0.65847,	-1.23878,	85.0755,	15
6393,	-6000113,	73.5922,	0.320998,	1.95081,	77.4164,	15
6394,	6000113,	69.5397,	-0.861436,	-2.25868,	96.977,	15
6394,	-6000113,	60.5903,	-0.265154,	1.08127,	62.7327,	15
6395,	6000113,	144.852,	1.73924,	-2.75636,	425.045,	15
6395,	-6000113,	115.294,	2.35658,	2.77685,	613.913,	15
6396,	6000113,	55.7137,	3.70225,	0.0195988,	1129.96,	15
6396,	-6000113,	21.342,	1.1783,	3.00246,	37.9528,	15
6397,	6000113,	55.4492,	0.341545,	-0.275551,	58.7149,	15
6397,	-6000113,	55.5318,	-1.31613,	2.94015,	110.984,	15
6398,	6000113,	67.3141,	0.728239,	-0.901409,	85.9664,	15
6398,	-6000113,	72.2,	0.769677,	2.42803,	94.6626,	15
6399,	6000113,	52.7983,	1.14233,	-0.679414,	91.1601,	15
6399,	-6000113,	77.2052,	1.02584,	2.42136,	121.518,	15
6400,	6000113,	26.7075,	0.00407714,	1.34693,	26.7077,	15
6400,	-6000113,	31.6389,	3.03485,	1.12509,	329.772,	15
6401,	6000113,	107.242,	0.976219,	-0.534345,	162.533,	15
6401,	-6000113,	130.041,	0.26425,	-2.04951,	134.608,	15
6402,	6000113,	70.5862,	1.61133,	-2.27929,	183.844,	15
6402,	-6000113,	70.0482,	1.7491,	0.997335,	207.46,	15
6403,	6000113,	57.7682,	0.372755,	0.823801,	61.8282,	15
6403,	-6000113,	57.9303,	-0.431472,	-2.29309,	63.4068,	15
6404,	6000113,	60.5447,	2.27526,	1.12344,	297.674,	15
6404,	-6000113,	135.476,	1.40669,	0.0602177,	293.128,	15
6405,	6000113,	85.1901,	-0.756005,	-1.72,	110.717,	15
6405,	-6000113,	80.2888,	-1.16665,	2.9616,	141.413,	15
6406,	6000113,	113.444,	1.20562,	-0.155379,	206.373,	15
6406,	-6000113,	88.3899,	1.39553,	-2.99246,	189.367,	15
6407,	6000113,	18.1682,	-0.734606,	-2.50673,	23.2949,	15
6407,	-6000113,	91.5327,	1.17249,	0.296348,	161.996,	15
6408,	6000113,	42.4238,	0.519301,	1.47211,	48.2739,	15
6408,	-6000113,	93.6645,	-0.147373,	-1.777,	94.6835,	15
6409,	6000113,	71.7733,	1.39208,	1.35159,	153.299,	15
6409,	-6000113,	68.035,	1.6355,	-0.981539,	181.207,	15
6410,	6000113,	54.4826,	-0.311711,	2.9396,	57.151,	15
6410,	-6000113,	61.7177,	1.04137,	-0.408475,	98.3184,	15
6411,	6000113,	120.237,	-1.55358,	-0.898125,	296.976,	15
6411,	-6000113,	288.188,	-0.309144,	-0.823837,	302.069,	15
6412,	6000113,	52.4742,	-0.0945239,	2.60667,	52.7088,	15
6412,	-6000113,	57.6544,	-1.00929,	-0.455327,	89.5984,	15
6413,	6000113,	39.8496,	-0.612112,	-1.85587,	47.551,	15
6413,	-6000113,	28.3769,	-2.97372,	0.879246,	278.317,	15
6414,	6000113,	76.609,	1.79486,	-1.55974,	236.905,	15
6414,	-6000113,	59.996,	1.20271,	1.61445,	108.878,	15
6415,	6000113,	59.7438,	1.91572,	1.32661,	207.283,	15
6415,	-6000113,	23.1733,	-0.181928,	-1.90308,	23.5579,	15
6416,	6000113,	69.6748,	-2.62402,	-0.94427,	482.971,	15
6416,	-6000113,	37.4024,	-1.01729,	0.685146,	58.4837,	15
6417,	6000113,	39.0576,	-0.480604,	-1.31414,	43.6558,	15
6417,	-6000113,	74.0216,	-1.75539,	2.04611,	220.53,	15
6418,	6000113,	14.7759,	-1.63898,	1.18959,	39.4818,	15
