variation_index,variation_name,variation_axis,variation_direction,run_tag,bottom_grid_tag,charm_grid_tag,u2_min,u2_max,u2_min_open,u2_max_open,peak_N,peak_u2,has_sensitivity,mass_GeV,flavor,n_events,n_hits,n_hits_eval,decay_samples,hit_estimator,event_chunk,seed_salt
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,5.88199956848909e-08,0.0268508902320517,False,False,3484536.2719329144,0.0002523539170434,True,0.9,Umu,762957,5802,5802,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,4.4384455165323777e-08,0.0117428139966487,False,False,1669803.9681598595,0.0001175849554052,True,1.0,Umu,762957,5875,5875,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,2.7022919666713388e-08,0.0035814869149432,False,False,592057.5001566156,4.824108704165374e-05,True,1.2,Umu,762957,5679,5679,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,2.0351002801308053e-08,0.0012903271323379,False,False,218258.27905126807,1.9791668678535575e-05,True,1.4,Umu,762957,5662,5662,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,1.8408159719460752e-08,0.000526213642842,False,False,66170.90134565174,1.0473708979594508e-05,True,1.6,Umu,762957,5746,5746,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,2.2070786460452008e-08,0.0002323167087387,False,False,12420.397745965089,5.542664520663107e-06,True,1.8,Umu,499999,4052,4052,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,2.5249318942842825e-08,0.0001094315051631,False,False,2624.601020644857,2.9331662783900485e-06,True,2.0,Umu,399999,3076,3076,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,2.5421312963510893e-08,5.3856234775396e-05,False,False,875.6979701695889,1.762914118095948e-06,True,2.2,Umu,399999,3209,3209,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,2.736103237099272e-08,2.8169277712419675e-05,False,False,292.65143621497873,1.059560179277617e-06,True,2.4,Umu,399999,3068,3068,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,3.2445048530392966e-08,1.5123519712842844e-05,False,False,98.83971229008166,7.232633896483548e-07,True,2.6,Umu,399999,3037,3037,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,4.5738106038079554e-08,8.389614797904067e-06,False,False,28.948225710629423,4.937047852839004e-07,True,2.8,Umu,399999,2945,2945,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,7.516830189331788e-08,4.6643366889904395e-06,False,False,10.650027910935028,1.059560179277617e-06,True,3.0,Umu,399999,3041,3041,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,1.0429652837439357e-07,2.5628680580549183e-06,False,False,6.612673437671637,9.329304026284696e-07,True,3.2,Umu,399999,3081,3081,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,1.3982322913308193e-07,1.419162673265083e-06,False,False,4.663499184051291,6.368249944718587e-07,True,3.4,Umu,299999,2329,2329,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,2.366594984298269e-07,7.113373902452428e-07,False,False,3.3791868902183486,4.347013158125027e-07,True,3.6,Umu,299999,2332,2332,50,exact,1000,
